node_id	namespace	identifier	name	type
10304	uniprot	Q9H221	ABCG8_HUMAN	target
10305	uniprot	P53805	RCAN1_HUMAN	target
10306	pubchem.compound	5991	Ethinylestradiol	approved drug
10307	uniprot	P48039	MTR1A_HUMAN	target
10308	uniprot	P49286	MTR1B_HUMAN	target
10309	pubchem.compound	229455	Nandrolone phenpropionate	approved drug
10310	pubchem.compound	441281	Dimenhydrinate	approved drug
10311	uniprot	P06746	DPOLB_HUMAN	target
10312	uniprot	P32321	DCTD_HUMAN	target
10313	pubchem.compound	157922	Methyl aminolevulinate	approved drug
10314	pubchem.compound	70788951	Auranofin	approved drug
10315	uniprot	P30044	PRDX5_HUMAN	target
10316	uniprot	Q14978	NOLC1_HUMAN	target
10317	uniprot	O75828	CBR3_HUMAN	target
10318	uniprot	Q9NUT2	ABCB8_HUMAN	target
10319	pubchem.compound	19003	Cyclacillin	approved drug
10320	pubchem.compound	2882	Cromoglicic acid	approved drug
10321	uniprot	P25815	S100P_HUMAN	target
10322	pubchem.compound	5482	Tioconazole	approved drug
10323	uniprot	P25024	CXCR1_HUMAN	target
10324	uniprot	P00183	CPXA_PSEPU	target
10325	pubchem.compound	156419	Cinacalcet	approved drug
10326	uniprot	Q9FAW5	AZRB_BACOY	target
10327	uniprot	P08192	FOLC_ECOLI	target
10328	uniprot	P18440	ARY1_HUMAN	target
10329	pubchem.compound	54675783	Minocycline	approved drug
10330	uniprot	P01584	IL1B_HUMAN	target
10331	uniprot	P15692	VEGFA_HUMAN	target
10332	uniprot	P99999	CYC_HUMAN	target
10333	pubchem.compound	6604229	6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE	experimental drug
10334	uniprot	P02585	TNNC2_HUMAN	target
10335	uniprot	P08700	IL3_HUMAN	target
10336	uniprot	P08686	CP21A_HUMAN	target
10337	uniprot	Q9HCS2	CP4FC_HUMAN	target
10338	uniprot	P78329	CP4F2_HUMAN	target
10339	pubchem.compound	4116	Methoxyflurane	approved drug
10340	pubchem.compound	3284	Ethinamate	approved drug
10341	uniprot	Q96RD7	PANX1_HUMAN	target
10342	uniprot	Q9NYV7	T2R16_HUMAN	target
10343	pubchem.compound	28517	Cerulenin	experimental drug
10344	uniprot	P0A953	FABB_ECOLI	target
10345	uniprot	P0AAI5	FABF_ECOLI	target
10346	uniprot	P0A6R0	FABH_ECOLI	target
10347	uniprot	P49327	FAS_HUMAN	target
10348	pubchem.compound	18104	Carphenazine	withdrawn drug
10349	uniprot	O43923	O43923_HUMAN	target
10350	uniprot	P19838	NFKB1_HUMAN	target
10351	uniprot	P21802	FGFR2_HUMAN	target
10352	uniprot	P72524	GYRA_STRPN	target
10353	uniprot	P0A4L9	GYRB_STRPN	target
10354	uniprot	P72525	PARC_STRPN	target
10355	uniprot	Q59961	PARE_STRPN	target
10356	uniprot	P51788	CLCN2_HUMAN	target
10357	uniprot	Q99835	SMO_HUMAN	target
10358	uniprot	P18465	1B57_HUMAN	target
10359	uniprot	P10415	BCL2_HUMAN	target
10360	uniprot	P07204	TRBM_HUMAN	target
10361	uniprot	P07359	GP1BA_HUMAN	target
10362	uniprot	P31151	S10A7_HUMAN	target
10363	uniprot	D6RB81	D6RB81_HUMAN	target
10364	pubchem.compound	54675769	Novobiocin	approved drug
10365	uniprot	P0A0K8	GYRB_STAAU	target
10366	uniprot	A0A0H2XJ39	A0A0H2XJ39_STAA3	target
10367	uniprot	P62593	BLAT_ECOLX	target
10368	pubchem.compound	4507	Nitrendipine	approved drug
10369	pubchem.compound	440473	Mimosine	experimental drug
10370	uniprot	P13500	CCL2_HUMAN	target
10371	pubchem.compound	38945	Tocainide	approved drug
10372	pubchem.compound	10548	Echothiophate	approved drug
10373	pubchem.compound	6479523	Azlocillin	approved drug
10374	pubchem.compound	17676	Acetophenazine	approved drug
10375	uniprot	P28482	MK01_HUMAN	target
10376	uniprot	P27986	P85A_HUMAN	target
10377	uniprot	O00459	P85B_HUMAN	target
10378	uniprot	Q92569	P55G_HUMAN	target
10379	uniprot	Q4ZHU6	Q4ZHU6_TRYCR	target
10380	uniprot	Q92753	RORB_HUMAN	target
10381	uniprot	P11678	PERE_HUMAN	target
10382	uniprot	P27797	CALR_HUMAN	target
10383	uniprot	P46597	ASMT_HUMAN	target
10384	pubchem.compound	9870843	Cefditoren	approved drug
10385	pubchem.compound	5311071	Dihydrotachysterol	approved drug
10386	pubchem.compound	4066	Mequitazine	experimental drug
10387	uniprot	P27487	DPP4_HUMAN	target
10388	pubchem.compound	28620	Deslanoside	approved drug
10389	pubchem.compound	5362436	Tegaserod	approved drug
10390	pubchem.compound	13505	Diphenoxylate	approved drug
10391	uniprot	P16233	LIPP_HUMAN	target
10392	uniprot	P07098	LIPG_HUMAN	target
10393	uniprot	P08729	K2C7_HUMAN	target
10394	pubchem.compound	8550	Deserpidine	approved drug
10395	pubchem.compound	5850	Pentolinium	approved drug
10396	pubchem.compound	439501	Ouabain	approved drug
10397	uniprot	P50993	AT1A2_HUMAN	target
10398	uniprot	P13637	AT1A3_HUMAN	target
10399	pubchem.compound	72281	Hesperetin	experimental drug
10400	uniprot	O75908	SOAT2_HUMAN	target
10401	uniprot	P55157	MTP_HUMAN	target
10402	pubchem.compound	4612	Oxamniquine	approved drug
10403	uniprot	Q02127	PYRD_HUMAN	target
10404	uniprot	Q14289	FAK2_HUMAN	target
10405	uniprot	P12461	TYSY_CANAL	target
10406	pubchem.compound	60789	Arbutamine	approved drug
10407	pubchem.compound	237	Quinacrine	investigational drug
10408	uniprot	O60733	PLPL9_HUMAN	target
10409	uniprot	Q15111	PLCL1_HUMAN	target
10410	uniprot	O95665	NTR2_HUMAN	target
10411	pubchem.compound	4162	Methyprylon	approved drug
10412	pubchem.compound	656583	Trilostane	approved drug
10413	pubchem.compound	5479529	Cefuroxime	approved drug
10414	pubchem.compound	23576	Trimethaphan	approved drug
10415	uniprot	Q02768	CYB_PLAFA	target
10416	uniprot	Q08210	PYRD_PLAF7	target
10417	pubchem.compound	2157	Amiodarone	approved drug
10418	pubchem.compound	4753	Phenacemide	approved drug
10419	pubchem.compound	2131	Ambenonium	approved drug
10420	pubchem.compound	7099	Proflavine	approved drug
10421	uniprot	P0A0N4	QACR_STAAU	target
10422	uniprot	Q58L87	Q58L87_MYCSM	target
10423	pubchem.compound	2197	Anisindione	approved drug
10424	pubchem.compound	60937	Tiludronic acid	approved drug
10425	uniprot	P18031	PTN1_HUMAN	target
10426	pubchem.compound	11876263	Desoxycorticosterone pivalate	experimental drug
10427	pubchem.compound	5284551	Doxacurium	approved drug
10428	uniprot	P16860	ANFB_HUMAN	target
10429	uniprot	P17302	CXA1_HUMAN	target
10430	uniprot	P16581	LYAM2_HUMAN	target
10431	uniprot	Q16665	HIF1A_HUMAN	target
10432	uniprot	P48050	KCNJ4_HUMAN	target
10433	pubchem.compound	5342	Sulfinpyrazone	approved drug
10434	pubchem.compound	30699	Cefapirin	approved drug
10435	uniprot	P15289	ARSA_HUMAN	target
10436	uniprot	P05186	PPBT_HUMAN	target
10437	pubchem.compound	5351	Sulfoxone	approved drug
10438	pubchem.compound	3103	Diphenylpyraline	approved drug
10439	pubchem.compound	6098	Cloxacillin	approved drug
10440	uniprot	P0A3M5	PBP2_STRPN	target
10441	uniprot	Q51504	Q51504_PSEAI	target
10442	uniprot	P0AEB3	DACA_ECOL6	target
10443	uniprot	Q04707	PBPA_STRPN	target
10444	uniprot	P14677	PBPX_STRPN	target
10445	pubchem.compound	3032285	Thiamylal	approved drug
10446	pubchem.compound	5583	Trimetrexate	approved drug
10447	pubchem.compound	3562	Halothane	approved drug
10448	uniprot	P08100	OPSD_HUMAN	target
10449	uniprot	P59768	GBG2_HUMAN	target
10450	uniprot	Q6W5P4	NPSR1_HUMAN	target
10451	uniprot	P01137	TGFB1_HUMAN	target
10452	pubchem.compound	36273	Amdinocillin	investigational drug
10453	pubchem.compound	5284359	Calcium Chloride	approved drug
10454	uniprot	P50859	CP51_CANGA	target
10455	pubchem.compound	261004	Arsenic trioxide	approved drug
10456	uniprot	Q16881	TRXR1_HUMAN	target
10457	uniprot	P38936	CDN1A_HUMAN	target
10458	uniprot	Q13547	HDAC1_HUMAN	target
10459	uniprot	P29590	PML_HUMAN	target
10460	pubchem.compound	3518	Guanethidine	approved drug
10461	uniprot	P05057	KANU_STAAU	target
10462	uniprot	P00551	KKA1_ECOLX	target
10463	uniprot	P49888	ST1E1_HUMAN	target
10464	pubchem.compound	2717	Chlormezanone	approved drug
10465	uniprot	O00206	TLR4_HUMAN	target
10466	uniprot	P16471	PRLR_HUMAN	target
10467	pubchem.compound	3356	Flecainide	approved drug
10468	uniprot	P11137	MTAP2_HUMAN	target
10469	uniprot	P78559	MAP1A_HUMAN	target
10470	uniprot	P09960	LKHA4_HUMAN	target
10471	pubchem.compound	6000	Tubocurarine	approved drug
10472	uniprot	P9WGY7	RPOC_MYCTU	target
10473	uniprot	Q7L0J3	SV2A_HUMAN	target
10474	uniprot	Q9H169	STMN4_HUMAN	target
10475	pubchem.compound	5362391	Ridogrel	experimental drug
10476	uniprot	P21731	TA2R_HUMAN	target
10477	pubchem.compound	3033053	Dezocine	approved drug
10478	pubchem.compound	5479530	Ceftriaxone	approved drug
10479	uniprot	P04040	CATA_HUMAN	target
10480	pubchem.compound	37393	Halofantrine	approved drug
10481	uniprot	P46925	PLM2_PLAFA	target
10482	pubchem.compound	6914273	Dantrolene	approved drug
10483	pubchem.compound	10517	Methadyl acetate	experimental drug
10484	pubchem.compound	48041	Encainide	approved drug
10485	uniprot	P27816	MAP4_HUMAN	target
10486	pubchem.compound	3055	Diphenidol	approved drug
10487	pubchem.compound	6047	Levodopa	approved drug
10488	pubchem.compound	2444	Bromodiphenhydramine	approved drug
10489	pubchem.compound	667466	Chlorprothixene	approved drug
10490	uniprot	P51787	KCNQ1_HUMAN	target
10491	pubchem.compound	2968	Decamethonium	approved drug
10492	pubchem.compound	5574	Alimemazine	approved drug
10493	uniprot	P01579	IFNG_HUMAN	target
10494	pubchem.compound	91610	Gliquidone	approved drug
10495	pubchem.compound	121891	Mitiglinide	investigational drug
10496	uniprot	P12931	SRC_HUMAN	target
10497	uniprot	P29317	EPHA2_HUMAN	target
10498	uniprot	P06239	LCK_HUMAN	target
10499	uniprot	P07947	YES_HUMAN	target
10500	uniprot	P51692	STA5B_HUMAN	target
10501	uniprot	P06241	FYN_HUMAN	target
10502	uniprot	Q06187	BTK_HUMAN	target
10503	uniprot	Q92570	NR4A3_HUMAN	target
10504	uniprot	P11274	BCR_HUMAN	target
10505	uniprot	P41240	CSK_HUMAN	target
10506	uniprot	P54756	EPHA5_HUMAN	target
10507	uniprot	P54760	EPHB4_HUMAN	target
10508	uniprot	P09769	FGR_HUMAN	target
10509	uniprot	P42685	FRK_HUMAN	target
10510	uniprot	P11142	HSP7C_HUMAN	target
10511	uniprot	P07948	LYN_HUMAN	target
10512	uniprot	Q9NYL2	MLTK_HUMAN	target
10513	uniprot	Q16539	MK14_HUMAN	target
10514	pubchem.compound	11597698	Lisdexamfetamine	approved drug
10515	uniprot	Q9A1X4	RL3_STRP1	target
10516	uniprot	P04626	ERBB2_HUMAN	target
10517	uniprot	Q03518	TAP1_HUMAN	target
10518	uniprot	Q16854	DGUOK_HUMAN	target
10519	pubchem.compound	16681432	Carbetocin	approved drug
10520	uniprot	P30559	OXYR_HUMAN	target
10521	pubchem.compound	151166	Lumiracoxib	approved drug
10522	pubchem.compound	16133751	Tetracosactide	approved drug
10523	uniprot	Q01718	ACTHR_HUMAN	target
10524	pubchem.compound	3343	Fenoterol	approved drug
10525	pubchem.compound	32778	Glisoxepide	investigational drug
10526	pubchem.compound	16682734	Bismuth subsalicylate	approved drug
10527	pubchem.compound	2372	Bevantolol	experimental drug
10528	pubchem.compound	449462	2-Deoxy-2-Aminogalactose	experimental drug
10529	uniprot	Q00653	NFKB2_HUMAN	target
10530	uniprot	P33673	CHIS_BACCI	target
10531	pubchem.compound	4883	Practolol	approved drug
10532	pubchem.compound	5322	Sulfacytine	approved drug
10533	pubchem.compound	17134	Sulfadoxine	approved drug
10534	pubchem.compound	54682938	Rolitetracycline	approved drug
10535	pubchem.compound	656652	Oxtriphylline	approved drug
10536	pubchem.compound	131536	Fosamprenavir	approved drug
10537	pubchem.compound	56339	Fosphenytoin	approved drug
10538	pubchem.compound	5282165	Josamycin	investigational drug
10539	uniprot	P44345	RL4_HAEIN	target
10540	pubchem.compound	6307	Quinethazone	approved drug
10541	pubchem.compound	456255	Cefamandole	approved drug
10542	pubchem.compound	33255	Cefazolin	approved drug
10543	uniprot	P76577	PBPC_ECOLI	target
10544	uniprot	P40933	IL15_HUMAN	target
10545	pubchem.compound	43594	Cefonicid	approved drug
10546	pubchem.compound	44185	Cefoperazone	approved drug
10547	pubchem.compound	441199	Cefoxitin	approved drug
10548	uniprot	P0AFI5	PBP7_ECOLI	target
10549	uniprot	P00808	BLAC_BACLI	target
10550	pubchem.compound	38103	Cefradine	approved drug
10551	pubchem.compound	21233	Metocurine	approved drug
10552	pubchem.compound	50192	Pipecuronium	approved drug
10553	pubchem.compound	39765	Vecuronium	approved drug
10554	pubchem.compound	132706	Forasartan	experimental drug
10555	pubchem.compound	5462222	Potassium cation	approved drug
10556	pubchem.compound	53461739	Quinidine barbiturate	approved drug
10557	pubchem.compound	60921	Saprisartan	experimental drug
10558	pubchem.compound	5311447	Spirapril	approved drug
10559	pubchem.compound	60919	Tasosartan	experimental drug
10560	uniprot	P50052	AGTR2_HUMAN	target
10561	pubchem.compound	2164	Amobarbital	approved drug
10562	pubchem.compound	6464	Aprobarbital	experimental drug
10563	pubchem.compound	6473	Butobarbital	approved drug
10564	pubchem.compound	10518	Heptabarbital	experimental drug
10565	pubchem.compound	3608	Hexobarbital	experimental drug
10566	uniprot	P49841	GSK3B_HUMAN	target
10567	uniprot	P29218	IMPA1_HUMAN	target
10568	uniprot	O14732	IMPA2_HUMAN	target
10569	pubchem.compound	6291	Mestranol	approved drug
10570	pubchem.compound	3677	Mephentermine	approved drug
10571	pubchem.compound	688561	Procaterol	approved drug
10572	pubchem.compound	5388937	Quinupristin	approved drug
10573	uniprot	P61177	RL22_ECO57	target
10574	pubchem.compound	5359268	Aluminium	approved drug
10575	uniprot	P06870	KLK1_HUMAN	target
10576	pubchem.compound	5460341	Calcium	approved drug
10577	uniprot	Q01082	SPTB2_HUMAN	target
10578	uniprot	P20810	ICAL_HUMAN	target
10579	uniprot	P49747	COMP_HUMAN	target
10580	uniprot	P05187	PPB1_HUMAN	target
10581	uniprot	P05109	S10A8_HUMAN	target
10582	uniprot	P06702	S10A9_HUMAN	target
10583	uniprot	P00450	CERU_HUMAN	target
10584	uniprot	P12644	BMP4_HUMAN	target
10585	uniprot	P08493	MGP_HUMAN	target
10586	uniprot	Q8TAB3	PCD19_HUMAN	target
10587	uniprot	O75340	PDCD6_HUMAN	target
10588	pubchem.compound	16682987	Aluminium monostearate	experimental drug
10589	uniprot	P21796	VDAC1_HUMAN	target
10590	uniprot	P45880	VDAC2_HUMAN	target
10591	uniprot	Q9Y277	VDAC3_HUMAN	target
10592	pubchem.compound	5745	Cortisone acetate	approved drug
10593	pubchem.compound	9565	Glymidine	approved drug
10594	pubchem.compound	5875	Paramethasone	experimental drug
10595	pubchem.compound	60663	Mibefradil	investigational drug
10596	pubchem.compound	516892	Sodium bicarbonate	approved drug
10597	uniprot	Q9Y6R1	S4A4_HUMAN	target
10598	uniprot	Q9Y6M7	S4A7_HUMAN	target
10599	uniprot	Q2Y0W8	S4A8_HUMAN	target
10600	uniprot	Q9BY07	S4A5_HUMAN	target
10601	uniprot	Q6U841	S4A10_HUMAN	target
10602	pubchem.compound	8969	Yohimbine	approved drug
10603	uniprot	P78508	KCJ10_HUMAN	target
10604	uniprot	Q9UNX9	KCJ14_HUMAN	target
10605	uniprot	Q99712	KCJ15_HUMAN	target
10606	uniprot	P21439	MDR3_HUMAN	target
10607	pubchem.compound	68873	Drospirenone	approved drug
10608	pubchem.compound	441207	Digitoxin	approved drug
10609	pubchem.compound	54684589	Magnesium salicylate	experimental drug
10610	pubchem.compound	54682045	Choline magnesium trisalicylate	approved drug
10611	pubchem.compound	60021	Temafloxacin	withdrawn drug
10612	pubchem.compound	2783	Clenbuterol	approved drug
10613	uniprot	P01138	NGF_HUMAN	target
10614	pubchem.compound	54766	Bambuterol	investigational drug
10615	pubchem.compound	5487427	Tiotropium	approved drug
10616	pubchem.compound	4887	Pranlukast	investigational drug
10617	uniprot	P05113	IL5_HUMAN	target
10618	uniprot	P12724	ECP_HUMAN	target
10619	uniprot	Q02817	MUC2_HUMAN	target
10620	pubchem.compound	5429	Theobromine	investigational drug
10621	pubchem.compound	91562	Cefacetrile	experimental drug
10622	pubchem.compound	54676537	Acenocoumarol	approved drug
10623	pubchem.compound	68723	Antrafenine	approved drug
10624	uniprot	Q5SHN7	RS10_THET8	target
10625	pubchem.compound	19910	Nitroxoline	experimental drug
10626	pubchem.compound	6009	Aminophenazone	approved drug
10627	pubchem.compound	43008	Alizapride	investigational drug
10628	pubchem.compound	441080	Ajmaline	approved drug
10629	pubchem.compound	3698	Amrinone	approved drug
10630	pubchem.compound	4632	Oxybenzone	approved drug
10631	pubchem.compound	2218	Aprindine	experimental drug
10632	pubchem.compound	33887	Almitrine	approved drug
10633	pubchem.compound	235905	Allylestrenol	experimental drug
10634	pubchem.compound	2206	Antipyrine	approved drug
10635	pubchem.compound	5282181	Alfacalcidol	approved drug
10636	pubchem.compound	3487	Glutethimide	approved drug
10637	pubchem.compound	62296	3-Methylthiofentanyl	experimental drug
10638	pubchem.compound	3037032	gamma-Hydroxybutyric acid	approved drug
10639	uniprot	Q9HAB3	S52A2_HUMAN	target
10640	pubchem.compound	26175	MMDA	experimental drug
10641	pubchem.compound	10668	Dimethylthiambutene	experimental drug
10642	pubchem.compound	5462328	Diamorphine	approved drug
10643	pubchem.compound	1615	Midomafetamine	experimental drug
10644	pubchem.compound	160531	5-androstenedione	experimental drug
10645	pubchem.compound	14584	Fencamfamin	experimental drug
10646	pubchem.compound	5359271	Ethylmorphine	experimental drug
10647	pubchem.compound	31721	4-Methoxyamphetamine	experimental drug
10648	pubchem.compound	236666	1-Testosterone	experimental drug
10649	pubchem.compound	102710	Fenethylline	experimental drug
10650	pubchem.compound	2294	Barbital	illicit drug
10651	pubchem.compound	6089	Dimethyltryptamine	experimental drug
10652	pubchem.compound	3003157	Barbituric acid derivative	experimental drug
10653	pubchem.compound	26721	Etorphine	illicit drug
10654	uniprot	O60858	TRI13_HUMAN	target
10655	pubchem.compound	62751	Tenocyclidine	experimental drug
10656	pubchem.compound	62156	Carfentanil	illicit drug
10657	pubchem.compound	6128	Androstenedione	experimental drug
10658	uniprot	Q00441	CPXJ_SACEN	target
10659	pubchem.compound	98527	4-Bromo-2,5-dimethoxyphenethylamine	experimental drug
10660	pubchem.compound	13308	Boldenone	illicit drug
10661	pubchem.compound	443408	Diprenorphine	illicit drug
10662	pubchem.compound	62436	Rolicyclidine	experimental drug
10663	pubchem.compound	2811	Clotiazepam	approved drug
10664	pubchem.compound	440114	5-BETA-ANDROSTANE-3,17-DIONE	experimental drug
10665	uniprot	P00947	SDIS_COMTE	target
10666	pubchem.compound	28204	Calusterone	experimental drug
10667	pubchem.compound	5359421	Dihydromorphine	experimental drug
10668	pubchem.compound	3369	Fludiazepam	experimental drug
10669	pubchem.compound	17150	Formebolone	experimental drug
10670	pubchem.compound	61996	3-Methylfentanyl	illicit drug
10671	uniprot	P46883	AMO_ECOLI	target
10672	pubchem.compound	5325	Sulfamerazine	approved drug
10673	pubchem.compound	5327	Sulfamethazine	approved drug
10674	pubchem.compound	71371	Liotrix	approved drug
10675	pubchem.compound	33746	Ketazolam	approved drug
10676	pubchem.compound	4890	Prazepam	approved drug
10677	pubchem.compound	154059	Solifenacin	approved drug
10678	uniprot	P02786	TFR1_HUMAN	target
10679	uniprot	Q9BY41	HDAC8_HUMAN	target
10680	uniprot	Q9NZD4	AHSP_HUMAN	target
10681	uniprot	Q16595	FRDA_HUMAN	target
10682	uniprot	P02794	FRIH_HUMAN	target
10683	uniprot	P39748	FEN1_HUMAN	target
10684	uniprot	Q96FI4	NEIL1_HUMAN	target
10685	uniprot	Q969S2	NEIL2_HUMAN	target
10686	uniprot	P04075	ALDOA_HUMAN	target
10687	uniprot	P68104	EF1A1_HUMAN	target
10688	uniprot	P06733	ENOA_HUMAN	target
10689	uniprot	P07237	PDIA1_HUMAN	target
10690	uniprot	P30101	PDIA3_HUMAN	target
10691	uniprot	Q06830	PRDX1_HUMAN	target
10692	uniprot	P78330	SERB_HUMAN	target
10693	uniprot	P60174	TPIS_HUMAN	target
10694	uniprot	P49411	EFTU_HUMAN	target
10695	uniprot	O14618	CCS_HUMAN	target
10696	uniprot	P56524	HDAC4_HUMAN	target
10697	uniprot	P04279	SEMG1_HUMAN	target
10698	uniprot	O15304	SIVA_HUMAN	target
10699	uniprot	Q00987	MDM2_HUMAN	target
10700	uniprot	P01308	INS_HUMAN	target
10701	uniprot	P46939	UTRO_HUMAN	target
10702	uniprot	O15350	P73_HUMAN	target
10703	uniprot	P25713	MT3_HUMAN	target
10704	uniprot	Q8N907	DAND5_HUMAN	target
10705	uniprot	P04217	A1BG_HUMAN	target
10706	uniprot	P01019	ANGT_HUMAN	target
10707	uniprot	P02765	FETUA_HUMAN	target
10708	uniprot	P02743	SAMP_HUMAN	target
10709	uniprot	P02647	APOA1_HUMAN	target
10710	uniprot	P02652	APOA2_HUMAN	target
10711	uniprot	P06727	APOA4_HUMAN	target
10712	uniprot	Q0VD83	APOBR_HUMAN	target
10713	uniprot	P02649	APOE_HUMAN	target
10714	uniprot	O14791	APOL1_HUMAN	target
10715	uniprot	P02746	C1QB_HUMAN	target
10716	uniprot	P02747	C1QC_HUMAN	target
10717	uniprot	P00736	C1R_HUMAN	target
10718	uniprot	P09871	C1S_HUMAN	target
10719	uniprot	P01024	CO3_HUMAN	target
10720	uniprot	P0C0L5	CO4B_HUMAN	target
10721	uniprot	P04003	C4BPA_HUMAN	target
10722	uniprot	P20851	C4BPB_HUMAN	target
10723	uniprot	P01031	CO5_HUMAN	target
10724	uniprot	P46736	BRCC3_HUMAN	target
10725	uniprot	P07357	CO8A_HUMAN	target
10726	uniprot	P07358	CO8B_HUMAN	target
10727	uniprot	P07360	CO8G_HUMAN	target
10728	uniprot	P00751	CFAB_HUMAN	target
10729	uniprot	P08603	CFAH_HUMAN	target
10730	uniprot	P05156	CFAI_HUMAN	target
10731	uniprot	P10909	CLUS_HUMAN	target
10732	uniprot	P15169	CBPN_HUMAN	target
10733	uniprot	P22792	CPN2_HUMAN	target
10734	uniprot	P81605	DCD_HUMAN	target
10735	uniprot	P15924	DESP_HUMAN	target
10736	uniprot	P00748	FA12_HUMAN	target
10737	uniprot	P05160	F13B_HUMAN	target
10738	uniprot	O75636	FCN3_HUMAN	target
10739	uniprot	P02751	FINC_HUMAN	target
10740	uniprot	P06396	GELS_HUMAN	target
10741	uniprot	P68871	HBB_HUMAN	target
10742	uniprot	P00739	HPTR_HUMAN	target
10743	uniprot	Q86YZ3	HORN_HUMAN	target
10744	uniprot	P35858	ALS_HUMAN	target
10745	uniprot	P01876	IGHA1_HUMAN	target
10746	uniprot	P01871	IGHM_HUMAN	target
10747	uniprot	P01599	KV117_HUMAN	target
10748	uniprot	P01619	KV307_HUMAN	target
10749	uniprot	P80748	LV321_HUMAN	target
10750	uniprot	P19827	ITIH1_HUMAN	target
10751	uniprot	P19823	ITIH2_HUMAN	target
10752	uniprot	Q06033	ITIH3_HUMAN	target
10753	uniprot	Q14624	ITIH4_HUMAN	target
10754	uniprot	P01591	IGJ_HUMAN	target
10755	uniprot	P14923	PLAK_HUMAN	target
10756	uniprot	P03952	KLKB1_HUMAN	target
10757	uniprot	P01042	KNG1_HUMAN	target
10758	uniprot	P04264	K2C1_HUMAN	target
10759	uniprot	P13645	K1C10_HUMAN	target
10760	uniprot	P02533	K1C14_HUMAN	target
10761	uniprot	P08779	K1C16_HUMAN	target
10762	uniprot	P35908	K22E_HUMAN	target
10763	uniprot	P13647	K2C5_HUMAN	target
10764	uniprot	P02538	K2C6A_HUMAN	target
10765	uniprot	P35527	K1C9_HUMAN	target
10766	uniprot	Q96PD5	PGRP2_HUMAN	target
10767	uniprot	P20742	PZP_HUMAN	target
10768	uniprot	P49908	SEPP1_HUMAN	target
10769	uniprot	P01009	A1AT_HUMAN	target
10770	uniprot	P01011	AACT_HUMAN	target
10771	uniprot	P29622	KAIN_HUMAN	target
10772	uniprot	P05546	HEP2_HUMAN	target
10773	uniprot	P04004	VTNC_HUMAN	target
10774	uniprot	P51693	APLP1_HUMAN	target
10775	uniprot	Q06481	APLP2_HUMAN	target
10776	pubchem.compound	3033621	Cinolazepam	experimental drug
10777	pubchem.compound	6435415	Cilastatin	approved drug
10778	uniprot	P16444	DPEP1_HUMAN	target
10779	pubchem.compound	104838	Imipenem	approved drug
10780	pubchem.compound	4912	Probucol	approved drug
10781	pubchem.compound	92727	Lopinavir	approved drug
10782	pubchem.compound	441397	Bacampicillin	approved drug
10783	pubchem.compound	6087	Meticillin	approved drug
10784	pubchem.compound	33478	Pivampicillin	approved drug
10785	pubchem.compound	115163	Pivmecillinam	approved drug
10786	pubchem.compound	123630	Tazobactam	approved drug
10787	uniprot	P62594	BLAT_SALTI	target
10788	uniprot	P0AD63	BLA1_ECOLX	target
10789	pubchem.compound	36921	Ticarcillin	approved drug
10790	pubchem.compound	10026	Amyl Nitrite	approved drug
10791	pubchem.compound	5284553	Erythrityl tetranitrate	approved drug
10792	uniprot	P20594	ANPRB_HUMAN	target
10793	pubchem.compound	6077	Acepromazine	experimental drug
10794	pubchem.compound	26035	Aceprometazine	experimental drug
10795	pubchem.compound	3678	Alverine	approved drug
10796	pubchem.compound	11291	Phenindamine	approved drug
10797	pubchem.compound	4761	Pheniramine	approved drug
10798	pubchem.compound	62867	Pipotiazine	approved drug
10799	pubchem.compound	9429	Thioproperazine	experimental drug
10800	pubchem.compound	5311507	Zuclopenthixol	approved drug
10801	pubchem.compound	3775	Isopropamide	approved drug
10802	pubchem.compound	4688	Pargyline	approved drug
10803	pubchem.compound	9427	5-fluorouridine	experimental drug
10804	uniprot	P12758	UDP_ECOLI	target
10805	pubchem.compound	5288596	SC-74020	experimental drug
10806	pubchem.compound	15606	Methyl Nonanoate (Ester)	experimental drug
10807	uniprot	P80188	NGAL_HUMAN	target
10808	uniprot	P01857	IGHG1_HUMAN	target
10809	pubchem.compound	7339	5-O-phosphono-alpha-D-ribofuranosyl diphosphate	approved drug
10810	uniprot	P08870	PYRE_SALTY	target
10811	uniprot	Q9NWZ5	UCKL1_HUMAN	target
10812	pubchem.compound	445968	Deoxy-2-fluoro-beta-D-cellotrioside	experimental drug
10813	uniprot	O85465	GUN5_BACAG	target
10814	pubchem.compound	17754117	2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine	experimental drug
10815	uniprot	P12851	XYLA_ACTM4	target
10816	uniprot	P12070	XYLA_ARTS7	target
10817	uniprot	P37330	MASZ_ECOLI	target
10818	pubchem.compound	5168640	N-Methyl-Pyridoxal-5'-Phosphate	experimental drug
10819	uniprot	P00509	AAT_ECOLI	target
10820	pubchem.compound	5287540	(5r)-6-(4-{[2-(3-Iodobenzyl)-3-Oxocyclohex-1-En-1-Yl]Amino}Phenyl)-5-Methyl-4,5-Dihydropyridazin-3(2h)-One	experimental drug
10821	pubchem.compound	101798	Methyl alpha-D-mannoside	experimental drug
10822	uniprot	P37698	GUNF_CLOCE	target
