pubchem_id	drugbank_id	chembl_id	name	drug_group	smiles
46937142	DB08342		S-PALMITOYL-L-CYSTEINE	experimental	[H][C@](N)(CSC(=O)CCCCCCCCCCCCCCC)C(O)=O
23644580	DB08344		4-chloro-N-(3-methoxypropyl)-N-[(3S)-1-(2-phenylethyl)piperidin-3-yl]benzamide	experimental	[H][C@@]1(CCCN(CCC2=CC=CC=C2)C1)N(CCCOC)C(=O)C1=CC=C(Cl)C=C1
24779678	DB08345	CHEMBL389767	4-(2-(1H-IMIDAZOL-4-YL)ETHYLAMINO)-2-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	experimental	N#CC1=C2N=C(NC3=CC=CC=C3)N=C(NCCC3=CN=CN3)N2N=C1
24916788	DB08346	CHEMBL1235084	(5Z)-13-CHLORO-14,16-DIHYDROXY-3,4,7,8,9,10-HEXAHYDRO-1H-2-BENZOXACYCLOTETRADECINE-1,11(12H)-DIONE	experimental	OC1=CC(O)=C2C(CC(=O)CCCC\C=C\CCOC2=O)=C1Cl
46937143	DB08347		4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile	experimental	CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CC(=N2)C#N
4858	DB08348	CHEMBL372303	N~2~,N~2~-DIMETHYL-N~1~-(6-OXO-5,6-DIHYDROPHENANTHRIDIN-2-YL)GLYCINAMIDE	experimental	CN(C)CC(=O)NC1=CC2=C(NC(=O)C3=CC=CC=C23)C=C1
42647297	DB08349	CHEMBL559401	N-cyclopropyl-3-{[1-(2,4-difluorophenyl)-7-methyl-6-oxo-6,7-dihydro-1H-pyrazolo[3,4-b]pyridin-4-yl]amino}-4-methylbenzamide	experimental	CN1C2=C(C=NN2C2=C(F)C=C(F)C=C2)C(NC2=C(C)C=CC(=C2)C(=O)NC2CC2)=CC1=O
16750094	DB08350		5-[3-(2-METHOXYPHENYL)-1H-PYRROLO[2,3-B]PYRIDIN-5-YL]-N,N-DIMETHYLPYRIDINE-3-CARBOXAMIDE	experimental	COC1=CC=CC=C1C1=CNC2=C1C=C(C=N2)C1=CC(=CN=C1)C(=O)N(C)C
24963046	DB08351	CHEMBL494072	N-cyclopropyl-4-methyl-3-{2-[(2-morpholin-4-ylethyl)amino]quinazolin-6-yl}benzamide	experimental	CC1=CC=C(C=C1C1=CC2=C(C=C1)N=C(NCCN1CCOCC1)N=C2)C(=O)NC1CC1
24755476	DB08352	CHEMBL257341	6-[4-(2-fluorophenyl)-1,3-oxazol-5-yl]-N-(1-methylethyl)-1,3-benzothiazol-2-amine	experimental	CC(C)NC1=NC2=C(S1)C=C(C=C2)C1=C(N=CO1)C1=CC=CC=C1F
24779675	DB08353	CHEMBL438303	2-(CYCLOHEXYLMETHYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	experimental	N#CC1=C2N=C(NCC3CCCCC3)N=C(NC3=CC=CC=C3)N2N=C1
24779676	DB08354	CHEMBL230347	2-(4-CHLOROBENZYLAMINO)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	experimental	ClC1=CC=C(CNC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)C=C1
44129603	DB08355	CHEMBL1098060	1-methyl-8-(phenylamino)-4,5-dihydro-1H-pyrazolo[4,3-h]quinazoline-3-carboxylic acid	experimental	CN1N=C(C(O)=O)C2=C1C1=NC(NC3=CC=CC=C3)=NC=C1CC2
5403427	DB08356	CHEMBL192894	4-[4-(4-methoxyphenyl)-5-methyl-1H-pyrazol-3-yl]benzene-1,3-diol	experimental	COC1=CC=C(C=C1)C1=C(C)NN=C1C1=C(O)C=C(O)C=C1
8179	DB08357	CHEMBL1235106	1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE	experimental	CCOCCOCCOCC
10389239	DB08358	CHEMBL226403	2-(2-QUINOLIN-3-YLPYRIDIN-4-YL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE	experimental	O=C1NCCC2=C1C=C(N2)C1=CC(=NC=C1)C1=CC2=C(C=CC=C2)N=C1
735838	DB08359	CHEMBL1235108	2-PHENYLAMINO-4-METHYL-5-ACETYL THIAZOLE	experimental	CC(=O)C1=C(C)N=C(NC2=CC=CC=C2)S1
24779677	DB08360	CHEMBL230137	2-(4-ETHYLPIPERAZIN-1-YL)-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZINE-8-CARBONITRILE	experimental	CCN1CCN(CC1)C1=NC2=C(C=NN2C(NC2=CC=CC=C2)=N1)C#N
11493841	DB08361	CHEMBL1235110	2-{[(1R,2S)-2-aminocyclohexyl]amino}-4-[(3-methylphenyl)amino]pyrimidine-5-carboxamide	experimental	[H][C@]1(N)CCCC[C@@]1([H])NC1=NC(NC2=CC=CC(C)=C2)=C(C=N1)C(N)=O
23656870	DB08362	CHEMBL230354	N-(3-(8-CYANO-4-(PHENYLAMINO)PYRAZOLO[1,5-A][1,3,5]TRIAZIN-2-YLAMINO)PHENYL)ACETAMIDE	experimental	CC(=O)NC1=CC=CC(NC2=NC3=C(C=NN3C(NC3=CC=CC=C3)=N2)C#N)=C1
4722579	DB08363	CHEMBL1235116	1-(9-ethyl-9H-carbazol-3-yl)-N-methylmethanamine	experimental	CCN1C2=CC=C(CNC)C=C2C2=C1C=CC=C2
46937144	DB08364		1-{[(1E)-(3-HYDROXY-2-METHYL-5-{[(TRIHYDROXY-LAMBDA^5^-PHOSPHANYL)OXY]METHYL}PYRIDIN-4-YL)METHYLIDENE]AMINO}UNDECAN-2-ONE	experimental	CCCCCCCCCC(=O)C\N=C\C1=C(COP(O)(O)O)C=NC(C)=C1O
11691442	DB08365		8-bromo-4-(2-chlorophenyl)-N-(2-hydroxyethyl)-6-methyl-1,3-dioxo-1,2,3,6-tetrahydropyrrolo[3,4-e]indole-7-carboxamide	experimental	CN1C2=C(C(Br)=C1C(=O)NCCO)C1=C(C(=O)NC1=O)C(=C2)C1=C(Cl)C=CC=C1
16086836	DB08366		3-({3-[(1S,4aS,6S,7S,9S,9aR)-1,6-dimethyl-2-oxodecahydro-6,9-epoxy-4a,7-methanobenzo[7]annulen-1-yl]propanoyl}amino)-2,4-dihydroxybenzoic acid	experimental	[H][C@]12C[C@]3([H])O[C@@]1(C)C[C@@]1(C2)CCC(=O)[C@@](C)(CCC(=O)NC2=C(O)C=CC(C(O)=O)=C2O)[C@]31[H]
11963565	DB08367		(R)-2-(FORMYLOXY)-3-(PHOSPHONOOXY)PROPYL PENTANOATE	experimental	[H][C@@](COC(=O)CCCC)(COP(O)(O)=O)OC=O
24832027	DB08368		OCTANE-1,3,5,7-TETRACARBOXYLIC ACID	experimental	[H][C@](C)(C[C@]([H])(C[C@@]([H])(CCC(O)=O)C(O)=O)C(O)=O)C(O)=O
12229396	DB08369	CHEMBL1235146	1-(biphenyl-4-ylmethyl)-1H-imidazole	experimental	C(N1C=CN=C1)C1=CC=C(C=C1)C1=CC=CC=C1
5289112	DB08370		S-(4-BROMOBENZYL)CYSTEINE	experimental	[H][C@](N)(CSCC1=CC=C(Br)C=C1)C(O)=O
7020128	DB08371		PARA-(BENZOYL)-PHENYLALANINE	experimental	[H][C@](N)(CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1)C(O)=O
9547984	DB08372		1-[2-(4-ETHOXY-3-FLUOROPYRIDIN-2-YL)ETHYL]-3-(5-METHYLPYRIDIN-2-YL)THIOUREA	experimental	CCOC1=C(F)C(CCNC(=S)NC2=CC=C(C)C=N2)=NC=C1
115069	DB08373		4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL	experimental	CS(=O)(=O)C1=CC(Cl)=C(C=C1Cl)C1=C(Cl)C=C(C(Cl)=C1)S(C)(=O)=O
4369560	DB08374		Phenylalanylmethylchloride	experimental	[H][C@](N)(CC1=CC=CC=C1)C(=O)CCl
131704308	DB08375		PCNOTAXIME Group	experimental	[H][C@](C=O)(N=C(O)C(=N/OC)\C1=CSC(=N)N1)[C@@]1([H])SCC(=C)C(=N1)C(O)=O
23629653	DB08376	CHEMBL482505	(2R)-3-(phosphonooxy)propane-1,2-diyl diheptanoate	experimental	[H][C@@](COC(=O)CCCCCC)(COP(O)(O)=O)OC(=O)CCCCCC
446756	DB08377		N-[4-(4-nitrophenylphospho)butanoyl]-D-alanine	experimental	[H][C@](C)(N=C(O)CCCP(O)(=O)OC1=CC=C(C=C1)N(=O)=O)C(O)=O
46937145	DB08378		4-[4-(2,5-DIOXO-PYRROLIDIN-1-YL)-PHENYLAMINO]-4-HYDROXY-BUTYRIC ACID	experimental	[H][C@](O)(CCC(O)=O)NC1=CC=C(C=C1)N1C(=O)CCC1=O
24875319	DB08379	CHEMBL479032	6-(4-chloro-2-fluoro-3-phenoxybenzyl)pyridazin-3(2H)-one	experimental	FC1=C(CC2=NNC(=O)C=C2)C=CC(Cl)=C1OC1=CC=CC=C1
11516136	DB08382	CHEMBL515387	Gosogliptin	investigational	[H][C@]1(CN[C@@]([H])(C1)C(=O)N1CCC(F)(F)C1)N1CCN(CC1)C1=NC=CC=N1
1122713	DB08383	CHEMBL1235237	4,5-bis(4-methoxyphenyl)-2-thiophen-2-yl-1H-imidazole	experimental	COC1=CC=C(C=C1)C1=C(N=C(N1)C1=CC=CS1)C1=CC=C(OC)C=C1
44141871	DB08384	CHEMBL562317	2-({4-[4-(pyridin-4-ylmethyl)-1H-pyrazol-3-yl]phenoxy}methyl)quinoline	experimental	C(OC1=CC=C(C=C1)C1=NNC=C1CC1=CC=NC=C1)C1=NC2=CC=CC=C2C=C1
24892821	DB08385		4-(quinolin-3-ylmethyl)piperidine-1-carboxylic acid	experimental	OC(=O)N1CCC(CC2=CN=C3C=CC=CC3=C2)CC1
11610553	DB08386	CHEMBL560377	2-{[4-(4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline	experimental	C(OC1=CC=C(C=C1)C1=NNC=C1C1=CC=NC=C1)C1=CC=C2C=CC=CC2=N1
11581936	DB08387	CHEMBL562318	2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline	experimental	CN1C=C(C(=N1)C1=CC=C(OCC2=NC3=CC=CC=C3C=C2)C=C1)C1=CC=NC=C1
657061	DB08388	CHEMBL222002	5-(2-ETHOXYETHYL)-5-[4-(4-FLUOROPHENOXY)PHENOXY]PYRIMIDINE-2,4,6(1H,3H,5H)-TRIONE	experimental	CCOCCC1(OC2=CC=C(OC3=CC=C(F)C=C3)C=C2)C(=O)NC(=O)NC1=O
15991588	DB08389	CHEMBL410834	6,7-DIMETHOXY-4-[(3R)-3-(2-NAPHTHYLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	experimental	[H][C@]1(CCN(C1)C1=NC=NC2=CC(OC)=C(OC)C=C12)OC1=CC2=CC=CC=C2C=C1
54688400	DB08390		(6S)-6-CYCLOPENTYL-6-[2-(3-FLUORO-4-ISOPROPOXYPHENYL)ETHYL]-4-HYDROXY-5,6-DIHYDRO-2H-PYRAN-2-ONE	experimental	CC(C)OC1=CC=C(CC[C@]2(CC(O)=CC(=O)O2)C2CCCC2)C=C1F
11955614	DB08391	CHEMBL219445	6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	experimental	[H][C@]1(CCN(C1)C1=NC=NC2=CC(OC)=C(OC)C=C12)OC1=NC2=CC=CC=C2N=C1
2059510	DB08392	CHEMBL190201	2-[5,6-BIS-(4-METHOXY-PHENYL)-FURO[2,3-D]PYRIMIDIN-4-YLAMINO]-ETHANOL	experimental	COC1=CC=C(C=C1)C1=C(C2=C(NCCO)N=CN=C2O1)C1=CC=C(OC)C=C1
1587957	DB08393	CHEMBL189434	2-[(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)AMINO]ETHANOL	experimental	OCCNC1=NC=NC2=C1C(=C(O2)C1=CC=CC=C1)C1=CC=CC=C1
449244	DB08394		PARA-NITROPHENYLPHOSPHONOBUTANOYL-GLYCINE	experimental	OC(=O)CNC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O
4369443	DB08395	CHEMBL371491	2-(ETHOXYMETHYL)-4-(4-FLUOROPHENYL)-3-[2-(2-HYDROXYPHENOXY)PYRIMIDIN-4-YL]ISOXAZOL-5(2H)-ONE	experimental	CCOCN1OC(=O)C(=C1C1=CC=NC(OC2=CC=CC=C2O)=N1)C1=CC=C(F)C=C1
11967789	DB08396		4-{[(Z)-(5-OXO-2-PHENYL-1,3-OXAZOL-4(5H)-YLIDENE)METHYL]AMINO}BUTANOIC ACID	experimental	OC(=O)CCCNC=C1N=C(OC1=O)C1=CC=CC=C1
1854	DB08397	CHEMBL99447	6-(DIFLUORO-PHOSPHONO-METHYL)-NAPHTHALENE-2-CARBOXYLIC ACID	experimental	OC(=O)C1=CC2=C(C=C1)C=C(C=C2)C(F)(F)P(O)(O)=O
1530	DB08398	CHEMBL1213271	2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	investigational	CN1C(N)=NC2=NC=C(C=C12)C1=CC=CC=C1
667639	DB08399	CHEMBL69863	PICEATANNOL	experimental	OC1=CC(\C=C\C2=CC=C(O)C(O)=C2)=CC(O)=C1
25243828	DB08400		4-(3-{[5-(trifluoromethyl)pyridin-2-yl]oxy}benzyl)piperidine-1-carboxylic acid	experimental	OC(=O)N1CCC(CC2=CC(OC3=NC=C(C=C3)C(F)(F)F)=CC=C2)CC1
16741209	DB08401		(2E)-2-({(2S)-2-CARBOXY-2-[(PHENOXYACETYL)AMINO]ETHOXY}IMINO)PENTANEDIOIC ACID	experimental	[H][C@@](CO\N=C(/CCC(O)=O)C(O)=O)(NC(=O)COC1=CC=CC=C1)C(O)=O
5289162	DB08402	CHEMBL1204498	2-[(2,4-DICHLOROBENZOYL)AMINO]-5-(PYRIMIDIN-2-YLOXY)BENZOIC ACID	experimental	OC(=O)C1=C(NC(=O)C2=C(Cl)C=C(Cl)C=C2)C=CC(OC2=NC=CC=N2)=C1
194777	DB08403	CHEMBL11306	METHYLAMINO-PHENYLALANYL-LEUCYL-HYDROXAMIC ACID	experimental	[H][C@@](CC(C)C)(CC(=O)NO)C(=O)N[C@@]([H])(CC1=CC=CC=C1)C(=O)NC
46937147	DB08404		S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEXANETHIOATE	experimental	[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCC)C(C)(C)CO[P@]([H])(O)=O
46937148	DB08405		S-(2-{[N-(2-HYDROXY-4-{[HYDROXY(OXIDO)PHOSPHINO]OXY}-3,3-DIMETHYLBUTANOYL)-BETA-ALANYL]AMINO}ETHYL) HEPTANETHIOATE	experimental	[H][C@](O)(C(=O)NCCC(=O)NCCSC(=O)CCCCCC)C(C)(C)CO[P@]([H])(O)=O
446744	DB08406	CHEMBL301769	[N-(2,4-DIAMINOPTERIDIN-6-YL)-METHYL]-DIBENZ[B,F]AZEPINE	experimental	NC1=NC2=C(N=C(CN3C4=CC=CC=C4C=CC4=CC=CC=C34)C=N2)C(N)=N1
6857724	DB08407	CHEMBL411278	PLATENSIMYCIN	experimental	[H][C@]12C[C@]3([H])O[C@@]1(C)C[C@@]1(C2)C=CC(=O)[C@@](C)(CCC(=O)NC2=C(O)C(=CC=C2O)C(O)=O)[C@]31[H]
25011727	DB08408		(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-({3-oxo-3-[(2-sulfanylethyl)amino]propyl}amino)butyl 2,2-dimethylpropanoate	experimental	[H][C@](O)(C(=O)NCCC(=O)NCCS)C(C)(C)COC(=O)C(C)(C)C
449242	DB08409		4-NITRO-BENZYLPHOSPHONOBUTANOYL-GLYCINE	experimental	OC(=O)CNC(=O)CCC[P@@](O)(=O)OCC1=CC=C(C=C1)[N+]([O-])=O
449243	DB08410		PARA-NITROBENZYL GLUTARYL GLYCINIC ACID	experimental	OC(=O)CNC(=O)CCCC(=O)NCC1=CC=C(C=C1)[N+]([O-])=O
5496653	DB08411		N-[4-(4-nitrophenylphospho)butanoyl]-L-alanine	experimental	[H][C@@](C)(NC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O)C(O)=O
449245	DB08412		6-{4-[HYDROXY-(4-NITRO-PHENOXY)-PHOSPHORYL]-BUTYRYLAMINO}-HEXANOIC ACID	experimental	OC(=O)CCCCCNC(=O)CCC[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O
446757	DB08413		METHYL-PHOSPHONIC ACID MONO-(4-NITRO-PHENYL) ESTER	experimental	C[P@](O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O
446309	DB08414	CHEMBL280541	6-CHLORO-2-(1-FURO[2,3-C]PYRIDIN-5-YL-ETHYLSULFANYL)-PYRIMIDIN-4-YLAMINE	experimental	[H][C@@](C)(SC1=NC(N)=CC(Cl)=N1)C1=NC=C2OC=CC2=C1
9804302	DB08416	CHEMBL218382	(9BETA,13ALPHA,14BETA,17ALPHA)-2-METHOXYESTRA-1,3,5(10)-TRIENE-3,17-DIYL DISULFAMATE	experimental	[H][C@@]1(CC[C@@]2([H])[C@]3([H])CCC4=C(C=C(OC)C(OS(N)(=O)=O)=C4)[C@@]3([H])CC[C@]12C)OS(N)(=O)=O
9912519	DB08418	CHEMBL1235380	(4aS,4bR,10bS,12aS)-12a-methyl-1,3-dioxo-2-(pyridin-3-ylmethyl)-1,2,3,4,4a,4b,5,6,10b,11,12,12a-dodecahydronaphtho[2,1-f]isoquinolin-8-yl sulfamate	experimental	[H][C@]12CC[C@]3(C)C(=O)N(CC4=CC=CN=C4)C(=O)C[C@@]3([H])[C@]1([H])CCC1=C2C=CC(OS(N)(=O)=O)=C1
46937149	DB08419		(1S)-1-(PHENOXYMETHYL)PROPYL METHYLPHOSPHONOCHLORIDOATE	experimental	[H][C@](CC)(COC1=CC=CC=C1)O[P@](C)(Cl)=O
5289192	DB08420		1-{[1-(2-AMINO-3-PHENYL-PROPIONYL)-PYRROLIDINE-2-CARBONYL]-AMINO}-2-(3-CYANO-PHENYL)-ETHANEBORONIC ACID	experimental	[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)N[C@@]([H])(CC1=CC(=CC=C1)C#N)B(O)O
5289197	DB08421		PIPERIDINE-2-CARBOXYLIC ACID TERT-BUTYLAMIDE	experimental	[H][C@]1(CCCCN1)C(=O)NC(C)(C)C
23586040	DB08422	CHEMBL65273	[PHENYLALANINYL-PROLINYL]-[2-(PYRIDIN-4-YLAMINO)-ETHYL]-AMINE	experimental	[H][C@@](N)(CC1=CC=CC=C1)C(=O)N1CCC[C@@]1([H])C(=O)NCCNC1=CC=NC=C1
5327066	DB08423		[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL][3-(PIPERIDIN-4-YLOXY)PHENYL]METHANONE	experimental	NC1=C(C=NN1C1=CC=C(F)C=C1)C(=O)C1=CC(OC2CCNCC2)=CC=C1
5327067	DB08424	CHEMBL203567	[5-AMINO-1-(4-FLUOROPHENYL)-1H-PYRAZOL-4-YL](3-{[(2R)-2,3-DIHYDROXYPROPYL]OXY}PHENYL)METHANONE	experimental	[H][C@](O)(CO)COC1=CC(=CC=C1)C(=O)C1=C(N)N(N=C1)C1=CC=C(F)C=C1
445481	DB08426	CHEMBL1235423	THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE	experimental	[H][C@@]1(CCN(CC2=CC3=C(N2)C=NC=C3)C1=O)NS(=O)(=O)C1=CC2=C(S1)C=CC=N2
1028	DB08427		PREPHENIC ACID	experimental	[H][C@]1(O)C=C[C@](CC(=O)C(O)=O)(C=C1)C(O)=O
13949633	DB08428		3(S)-AMINO-4-PHENYL-BUTAN-2(S)-OL	experimental	[H][C@@](C)(O)[C@@]([H])(N)CC1=CC=CC=C1
42608447	DB08429	CHEMBL564249	N-({(2S)-1-[(3R)-3-amino-4-(3-chlorophenyl)butanoyl]pyrrolidin-2-yl}methyl)-3-(methylsulfonyl)benzamide	experimental	[H][C@](N)(CC(=O)N1CCC[C@@]1([H])CNC(=O)C1=CC=CC(=C1)S(C)(=O)=O)CC1=CC(Cl)=CC=C1
656902	DB08430		PARA-NITROPHENYL 1-THIO-BETA-D-GLUCOPYRANOSIDE	experimental	[H][C@]1(CO)O[C@@]([H])(SC2=CC=C(C=C2)[N+]([O-])=O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
46937150	DB08431		[(3R,4S)-4-HYDROXY-3-METHYL-2-OXOHEXYL]PHOSPHONIC ACID	experimental	[H][C@](C)(C(=O)C[P@]([H])(O)=O)[C@@]([H])(O)CC
10019998	DB08432		THYMIDINE-5'-THIOPHOSPHATE	experimental	[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(O)=S)N1C=C(C)C(=O)NC1=O
564920	DB08433		phenyl ethenesulfonate	experimental	C=CS(=O)(=O)OC1=CC=CC=C1
5289221	DB08434		2-METHYLCARBAMOYL-3-(4-PHOSPHONOOXY-PHENYL)-CYCLOPROPANECARBOXYLIC ACID	experimental	[H][C@]1(C(O)=O)[C@]([H])(C(=O)NC)[C@]1([H])C1=CC=C(OP(O)(O)=O)C=C1
23654841	DB08435	CHEMBL1210221	(5E,14E)-11-oxoprosta-5,9,12,14-tetraen-1-oic acid	experimental	[H][C@]1(C\C=C\CCCC(O)=O)C=CC(=O)\C1=C/C=C/CCCCC
448968	DB08436	CHEMBL326564	8-BENZO[1,3]DIOXOL-,5-YLMETHYL-9-BUTYL-9H-	experimental	CCCCN1C(CC2=CC3=C(OCO3)C=C2)=NC2=C(N)N=CN=C12
439530	DB08437	CHEMBL469912	Puromycin	experimental	[H][C@](N)(CC1=CC=C(OC)C=C1)C(=O)N[C@]1([H])[C@@]([H])(CO)O[C@@]([H])(N2C=NC3=C(N=CN=C23)N(C)C)[C@]1([H])O
54736482	DB08438		(2E,4R,5S)-2,3,4,5-TETRAHYDROXY-6-(PALMITOYLOXY)HEX-2-ENOIC ACID	experimental	[H][C@](O)(COC(=O)CCCCCCCCCCCCCCC)[C@@]([H])(O)C(\O)=C(\O)C(O)=O
119828	DB08439	CHEMBL1206690	Parecoxib	approved	CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1
18719622	DB08440		N-1,10-phenanthrolin-5-ylacetamide	experimental	CC(=O)NC1=C2C=CC=NC2=C2N=CC=CC2=C1
9952008	DB08441	CHEMBL1235529	6-BROMO-13-THIA-2,4,8,12,19-PENTAAZATRICYCLO[12.3.1.1~3,7~]NONADECA-1(18),3(19),4,6,14,16-HEXAENE 13,13-DIOXIDE	experimental	BrC1=C2NCCCNS(=O)(=O)C3=CC=CC(NC(N=C1)=N2)=C3
25058141	DB08442	CHEMBL470365	4-{[(2R)-2-(2-methylphenyl)pyrrolidin-1-yl]carbonyl}benzene-1,3-diol	experimental	[H][C@@]1(CCCN1C(=O)C1=C(O)C=C(O)C=C1)C1=CC=CC=C1C
11160307	DB08443	CHEMBL513225	2-(1H-pyrrol-1-ylcarbonyl)benzene-1,3,5-triol	experimental	OC1=CC(O)=C(C(=O)N2C=CC=C2)C(O)=C1
25058138	DB08444	CHEMBL459170	3-[2-bromo-4-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile	experimental	CC1=CC(=CC(OC2=C(Br)C=C(CC3=NNC4=NN=CC=C34)C=C2)=C1)C#N
24180585	DB08445	CHEMBL237786	(3R,4S)-1-[6-(6-METHOXYPYRIDIN-3-YL)PYRIMIDIN-4-YL]-4-(2,4,5-TRIFLUOROPHENYL)PYRROLIDIN-3-AMINE	experimental	[H][C@]1(N)CN(C[C@]1([H])C1=C(F)C=C(F)C(F)=C1)C1=CC(=NC=N1)C1=CC=C(OC)N=C1
25058137	DB08446	CHEMBL456649	3-[6-bromo-2-fluoro-3-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile	experimental	FC1=C(CC2=NNC3=NN=CC=C23)C=CC(Br)=C1OC1=CC(=CC(Cl)=C1)C#N
23640750	DB08447		3-{3-[(DIMETHYLAMINO)METHYL]-1H-INDOL-7-YL}PROPAN-1-OL	experimental	CN(C)CC1=CNC2=C1C=CC=C2CCCO
46937152	DB08448		(4aS)-5-[(2,4-diaminopteridin-6-yl)methyl]-4a,5-dihydro-2H-dibenzo[b,f]azepin-8-ol	experimental	[H][C@]12C=CCC=C1C=CC1=CC(O)=CC=C1N2CC1=NC2=C(N)N=C(N)N=C2N=C1
10150441	DB08449	CHEMBL1235556	2-(3-((4,5,7-trifluorobenzo[d]thiazol-2-yl)methyl)-1H-pyrrolo[2,3-b]pyridin-1-yl)acetic acid	experimental	OC(=O)CN1C=C(CC2=NC3=C(S2)C(F)=CC(F)=C3F)C2=CC=CN=C12
9998128	DB08450	CHEMBL537968	N-1H-indazol-5-yl-2-(6-methylpyridin-2-yl)quinazolin-4-amine	experimental	CC1=CC=CC(=N1)C1=NC(NC2=CC=C3NN=CC3=C2)=C2C=CC=CC2=N1
151506	DB08451	CHEMBL1235568	N-(QUINOLIN-8-YL)METHANESULFONAMIDE	experimental	CS(=O)(=O)NC1=CC=CC2=C1N=CC=C2
130804	DB08453	CHEMBL1235570	2-NONYL-4-HYDROXYQUINOLINE N-OXIDE	experimental	CCCCCCCCCC1=[N+]([O-])C2=CC=CC=C2C(O)=C1
6419766	DB08454	CHEMBL359482	N-(5-METHYL-1H-PYRAZOL-3-YL)-2-PHENYLQUINAZOLIN-4-AMINE	experimental	CC1=CC(NC2=C3C=CC=CC3=NC(=N2)C2=CC=CC=C2)=NN1
6438583	DB08455		Ro 12-7310	experimental	[H]/C(=C(/[H])\C(\C)=C(/[H])C(O)=O)/C(/[H])=C(\C)/C(/[H])=C(\[H])C1=C(C)C=C(O)C(C)=C1C
131704309	DB08456		S-[(1-Hydroxy-2,2,5,5-tetramethyl-4-phenyl-2,5-dihydro-1H-pyrrol-3-yl)methyl] methanesulfonothioate	experimental	CC1(C)N(O)C(C)(C)C(=C1CSS(C)(=O)=O)C1=CC=CC=C1
5327076	DB08457	CHEMBL567204	4-(3,5-DIMETHYLPHENOXY)-5-(FURAN-2-YLMETHYLSULFANYLMETHYL)-3-IODO-6-METHYLPYRIDIN-2(1H)-ONE	experimental	CC1=C(CSCC2=CC=CO2)C(OC2=CC(C)=CC(C)=C2)=C(I)C(=O)N1
445987	DB08458	CHEMBL62855	(4-BROMOPHENYL)[4-({(2E)-4-[CYCLOPROPYL(METHYL)AMINO]BUT-2-ENYL}OXY)PHENYL]METHANONE	experimental	CN(C\C=C\COC1=CC=C(C=C1)C(=O)C1=CC=C(Br)C=C1)C1CC1
16045340	DB08459	CHEMBL491019	3-chloro-5-[2-chloro-5-(1H-pyrazolo[3,4-b]pyridin-3-ylmethoxy)phenoxy]benzonitrile	experimental	ClC1=CC(OC2=C(Cl)C=CC(OCC3=NNC4=NC=CC=C34)=C2)=CC(=C1)C#N
