node_id,namespace,identifier,name
7401,pubchem,24812758,"(2S,3R,4R,5S,6R)-2-[3-[[5-(4-fluorophenyl)thiophen-2-yl]methyl]-4-methylphenyl]-6-(hydroxymethyl)oxane-3,4,5-triol"
7402,umls,C0853753,Blood phosphate increased
7403,pubchem,24822371,4-[(E)-2-[6-[2-[2-(2-(18F)fluoranylethoxy)ethoxy]ethoxy]pyridin-3-yl]ethenyl]-N-methylaniline
7404,pubchem,24826799,"3-(2-imidazo[1,2-b]pyridazin-3-ylethynyl)-4-methyl-N-[4-[(4-methylpiperazin-1-yl)methyl]-3-(trifluoromethyl)phenyl]benzamide"
7405,umls,C0859978,Amylase decreased
7406,umls,C1096252,Cardiac discomfort
7407,umls,C1504438,Cerebral artery stenosis
7408,pubchem,24838347,"(2S,3S,4R)-3,4-dihydroxy-3,4-dihydro-2H-pyran-2-carboxylic acid;hydrochloride"
7409,pubchem,24846132,"5-[6-[[3,4-dihydroxy-6-(hydroxymethyl)-5-methoxyoxan-2-yl]oxymethyl]-3,4-dihydroxy-5-[4-hydroxy-3-(2-hydroxyethoxy)-6-(hydroxymethyl)-5-methoxyoxan-2-yl]oxyoxan-2-yl]oxy-6-(hydroxymethyl)-2-methyloxane-3,4-diol"
7410,pubchem,24950485,"1,3-thiazol-5-ylmethyl N-[5-[[2-[[methyl-[(2-propan-2-yl-1,3-thiazol-4-yl)methyl]carbamoyl]amino]-4-morpholin-4-ylbutanoyl]amino]-1,6-diphenylhexan-2-yl]carbamate"
7411,pubchem,24965990,"[(7R)-4-(5-chloro-1,3-benzoxazol-2-yl)-7-methyl-1,4-diazepan-1-yl]-[5-methyl-2-(triazol-2-yl)phenyl]methanone"
7412,umls,C0424082,Hypnopompic hallucination
7413,pubchem,25074470,(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-1-[(2S)-2-[(2-amino-2-oxoethyl)carbamoyl]pyrrolidin-1-yl]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide
7414,umls,C3160891,Hormone-dependent prostate cancer
7415,pubchem,25074886,"(2S)-1-[(2S)-2-[[(2S)-2-[[(2R)-2-[[(2S)-2-[[(2S)-2-[[(2R)-2-[[(2R)-2-[[(2R)-2-acetamido-3-naphthalen-2-ylpropanoyl]amino]-3-(4-chlorophenyl)propanoyl]amino]-3-pyridin-3-ylpropanoyl]amino]-3-hydroxypropanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-5-(carbamoylamino)pentanoyl]amino]-4-methylpentanoyl]amino]-5-(diaminomethylideneamino)pentanoyl]-N-[(2R)-1-amino-1-oxopropan-2-yl]pyrrolidine-2-carboxamide;2,2,2-trifluoroacetic acid"
7416,umls,C0022735,Klinefelter's syndrome
7417,umls,C0152436,Imperforate hymen
7418,pubchem,25077405,(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-1-[[(2S)-1-[[(2S)-1-[(2S)-2-[(2-amino-2-oxoethyl)carbamoyl]pyrrolidin-1-yl]-5-(diaminomethylideneamino)-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-naphthalen-2-yl-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide
7419,umls,C0346306,Pituitary microadenoma
7420,pubchem,25077993,(2S)-N-[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2R)-3-(1-benzylimidazol-4-yl)-1-[[(2S)-1-[[(2S)-5-(diaminomethylideneamino)-1-[(2S)-2-(ethylcarbamoyl)pyrrolidin-1-yl]-1-oxopentan-2-yl]amino]-4-methyl-1-oxopentan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-3-hydroxy-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]amino]-3-(1H-imidazol-5-yl)-1-oxopropan-2-yl]-5-oxopyrrolidine-2-carboxamide
7421,umls,C0271093,Stargardt's disease
7422,umls,C0521628,Genital itching male
7423,umls,C0748019,Prostatic acid phosphatase increased
7424,umls,C0856102,Gynecomastia aggravated
7425,umls,C0856126,Hematuria aggravated
7426,umls,C0856128,Urinary frequency aggravated
7427,umls,C1142470,Suture related complication
7428,umls,C1504578,Implant breakage
7429,pubchem,25094462,"propan-2-yl (2S)-2-[[[(2R,3R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-fluoro-3-hydroxy-4-methyloxolan-2-yl]methoxy-phenoxyphosphoryl]amino]propanoate"
7430,umls,C1698259,HCV coinfection
7431,pubchem,25102847,"1-N-[4-(6,7-dimethoxyquinolin-4-yl)oxyphenyl]-1-N'-(4-fluorophenyl)cyclopropane-1,1-dicarboxamide"
7432,umls,C0025062,Pneumomediastinum
7433,umls,C0276651,Aspergilloma
7434,umls,C0340214,Tracheal fistula
7435,umls,C0853224,Activated partial thromboplastin time shortened
7436,umls,C1696708,Prehypertension
7437,pubchem,25880656,"(6aS,10R,10aR,11S,11aR,12R)-8-[amino(oxido)methylidene]-10-(dimethylazaniumyl)-4,6a,11-trihydroxy-12-methyl-6,7,9-trioxo-10a,11,11a,12-tetrahydro-10H-tetracen-5-olate"
7438,umls,C0011351,Hypoplasia enamel
7439,umls,C0031024,Dentoalveolar abscess
7440,umls,C0034103,Pulpitis dental
7441,umls,C0235304,Acid indigestion
7442,umls,C0406209,Photoonycholysis
7443,pubchem,25880664,"(6aS,10R,10aR,11aR,12S)-8-[amino(oxido)methylidene]-10-(dimethylazaniumyl)-4,6a,12-trihydroxy-12-methyl-6,7,9-trioxo-10,10a,11,11a-tetrahydrotetracen-5-olate"
7444,pubchem,26275995,"(4S,4aS,5aR,12aR)-2-carbamoyl-7-(dimethylamino)-4-(dimethylazaniumyl)-10,12a-dihydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-1,11-diolate"
7445,umls,C0860195,Acute fatty liver
7446,pubchem,40468184,3-[(1S)-1-(4-nitrophenyl)-3-oxobutyl]-4-oxochromen-2-olate
7447,umls,C0018994,Haemobilia
7448,umls,C0398625,Protein C deficiency
7449,pubchem,42611257,"N-[3-[5-(4-chlorophenyl)-1H-pyrrolo[2,3-b]pyridine-3-carbonyl]-2,4-difluorophenyl]propane-1-sulfonamide"
7450,umls,C0023480,Chronic myelomonocytic leukaemia
7451,umls,C0280313,Oropharyngeal squamous cell carcinoma
7452,pubchem,44134877,"calcium;2-carbamoyl-4-(dimethylamino)-5,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracen-1-olate"
7453,pubchem,44146714,"(4S)-4-[[2-[[(1R,6R,12S,15S,18S,21S,24S,27S,30S,33S,36S,39S,42R,47R,50S,53S,56S,59S,62S,65S,68S,71S,74R,77S,80S,83S,88R)-88-[[(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-[[(2S,3S)-2-[(2-aminoacetyl)amino]-3-methylpentanoyl]amino]-3-methylbutanoyl]amino]-4-carboxybutanoyl]amino]-5-oxopentanoyl]amino]-6-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-2-amino-3-phenylpropanoyl]amino]-3-methylbutanoyl]amino]-4-oxobutanoyl]amino]-5-oxopentanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-4-methylpentanoyl]amino]-53-(2-amino-2-oxoethyl)-62-(3-amino-3-oxopropyl)-77-[(2S)-butan-2-yl]-24,56-bis(2-carboxyethyl)-47-(carboxymethylcarbamoyl)-83-[(1R)-1-hydroxyethyl]-12,71,80-tris(hydroxymethyl)-33,50,65-tris[(4-hydroxyphenyl)methyl]-15-(1H-imidazol-5-ylmethyl)-27-methyl-18,30,36,59,68-pentakis(2-methylpropyl)-7,10,13,16,19,22,25,28,31,34,37,40,49,52,55,58,61,64,67,70,73,76,79,82,85,87-hexacosaoxo-21,39-di(propan-2-yl)-3,4,44,45,90,91-hexathia-8,11,14,17,20,23,26,29,32,35,38,41,48,51,54,57,60,63,66,69,72,75,78,81,84,86-hexacosazabicyclo[72.11.7]dononacontane-42-carbonyl]amino]acetyl]amino]-5-[[(2S)-1-[[2-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S,3R)-1-[(2S)-2-[[(2S)-6-amino-1-[[(2S,3R)-1-[[(2S)-5-carbamimidamido-1-[[(1S)-4-carbamimidamido-1-carboxybutyl]amino]-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-1-oxohexan-2-yl]carbamoyl]pyrrolidin-1-yl]-3-hydroxy-1-oxobutan-2-yl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-1-oxo-3-phenylpropan-2-yl]amino]-2-oxoethyl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-5-oxopentanoic acid"
7454,umls,C0004606,Background diabetic retinopathy
7455,umls,C1272092,Impaired fasting glucose
7456,pubchem,44201342,"(4S)-4-[[(2S)-5-amino-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[2-[[(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-5-amino-2-[[(2S)-2-[[2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S,3R)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-3-carboxy-2-[[(2S)-2-[[(2S)-2-[[(E)-hex-3-enoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]propanoyl]amino]propanoyl]amino]propanoyl]amino]-3-methylpentanoyl]amino]-3-phenylpropanoyl]amino]-3-hydroxybutanoyl]amino]-4-oxobutanoyl]amino]-3-hydroxypropanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]-5-carbamimidamidopentanoyl]amino]hexanoyl]amino]-3-methylbutanoyl]amino]acetyl]amino]-4-methylpentanoyl]amino]-5-oxopentanoyl]amino]-4-methylpentanoyl]amino]-3-hydroxypropanoyl]amino]propanoyl]amino]-5-carbamimidamidopentanoyl]amino]hexanoyl]amino]-4-methylpentanoyl]amino]-4-methylpentanoyl]amino]-5-oxopentanoyl]amino]-3-carboxypropanoyl]amino]-3-methylpentanoyl]amino]-4-methylsulfanylbutanoyl]amino]-3-hydroxypropanoyl]amino]-5-carbamimidamidopentanoyl]amino]-5-oxopentanoyl]amino]acetyl]amino]-5-oxopentanoyl]amino]-4-carboxybutanoyl]amino]-3-hydroxypropanoyl]amino]-4-oxobutanoyl]amino]-5-oxopentanoyl]amino]-5-[[(2S)-1-[[(2S)-1-[[2-[[(2S)-1-[[(2S)-1-[[(2S)-1-[[(2S)-1-amino-4-methyl-1-oxopentan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-1-oxopropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-2-oxoethyl]amino]-1-oxopropan-2-yl]amino]-5-carbamimidamido-1-oxopentan-2-yl]amino]-5-oxopentanoic acid"
7457,pubchem,44201343,"(2S)-2-[[(2S)-2-[[(2S,3R)-2-[[(2R)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-6-amino-2-[[(2R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-4-amino-2-[[(2S)-5-amino-2-[[(2S)-4-amino-2-[[2-[[(2S)-2-[[(2R)-2-[[2-[[2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2R)-2-[[(2S)-5-amino-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[(2S,3S)-2-[[(2S)-4-amino-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-1-[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2R)-2-[[(2S)-1-[2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-[[(2R)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-[[(2S)-2-amino-4-carboxybutanoyl]amino]propanoyl]amino]-4-methylsulfanylbutanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]amino]-3-hydroxypropanoyl]amino]-3-phenylpropanoyl]amino]-3-sulfanylpropanoyl]amino]propanoyl]amino]-3-phenylpropanoyl]amino]hexanoyl]amino]propanoyl]amino]-3-carboxypropanoyl]amino]-3-carboxypropanoyl]amino]acetyl]pyrrolidine-2-carbonyl]amino]-3-sulfanylpropanoyl]amino]-5-carbamimidamidopentanoyl]amino]propanoyl]amino]propanoyl]amino]-3-(1H-imidazol-5-yl)propanoyl]pyrrolidine-2-carbonyl]amino]-5-carbamimidamidopentanoyl]amino]-3-(1H-indol-3-yl)propanoyl]amino]-3-phenylpropanoyl]amino]-3-phenylpropanoyl]amino]-4-oxobutanoyl]amino]-3-methylpentanoyl]amino]-3-phenylpropanoyl]amino]-3-hydroxybutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-5-oxopentanoyl]amino]-3-sulfanylpropanoyl]amino]-4-carboxybutanoyl]amino]-4-carboxybutanoyl]amino]-3-phenylpropanoyl]amino]-3-methylpentanoyl]amino]-3-(4-hydroxyphenyl)propanoyl]amino]acetyl]amino]acetyl]amino]-3-sulfanylpropanoyl]amino]-4-carboxybutanoyl]amino]acetyl]amino]-4-oxobutanoyl]amino]-5-oxopentanoyl]amino]-4-oxobutanoyl]amino]-5-carbamimidamidopentanoyl]amino]-3-phenylpropanoyl]amino]-4-carboxybutanoyl]amino]-3-hydroxypropanoyl]amino]-4-methylpentanoyl]amino]-4-carboxybutanoyl]amino]-4-carboxybutanoyl]amino]-3-sulfanylpropanoyl]amino]hexanoyl]amino]hexanoyl]amino]-4-methylsulfanylbutanoyl]amino]-3-sulfanylpropanoyl]amino]-3-hydroxybutanoyl]amino]-5-carbamimidamidopentanoyl]amino]butanedioic acid"
7458,pubchem,44462760,"N-[3-[5-(2-aminopyrimidin-4-yl)-2-tert-butyl-1,3-thiazol-4-yl]-2-fluorophenyl]-2,6-difluorobenzenesulfonamide"
7459,pubchem,44564107,"nonadecasodium;[(2R,3R,4S,5R)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3-[[(2R,3R,4S,5R)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3-[[(2R,3R,4S,5R)-3-[[(2R,3R,4S,5R)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-3-[[(2R,3S,5R)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3-[[(2R,3R,4S,5R)-3-[[(2S,3S,4R,5S)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3-[[(2S,3S,4R,5S)-3-[[(2S,3S,4R,5S)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3-[[(2S,3S,4S,5S)-5-(4-amino-5-methyl-2-oxopyrimidin-1-yl)-3-hydroxy-4-(2-methoxyethoxy)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-4-(2-methoxyethoxy)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-5-(6-aminopurin-9-yl)-4-(2-methoxyethoxy)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-4-(2-methoxyethoxy)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-5-(2-amino-6-oxo-1H-purin-9-yl)-4-(2-methoxyethoxy)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyloxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyloxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-5-(2-amino-6-oxo-1H-purin-9-yl)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyloxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-5-(2-amino-6-oxo-1H-purin-9-yl)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-5-(6-aminopurin-9-yl)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-4-(2-methoxyethoxy)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-4-(2-methoxyethoxy)-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-4-(2-methoxyethoxy)oxolan-2-yl]methoxy-oxidophosphoryl]sulfanyl-4-(2-methoxyethoxy)oxolan-2-yl]methoxy-[(2R,3R,4S,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-2-(hydroxymethyl)-4-(2-methoxyethoxy)oxolan-3-yl]sulfanylphosphinate"
7460,umls,C0855852,Antibody NOS negative
7461,umls,C1262044,Antibody test negative
7462,pubchem,44564722,"2-aminoethanol;3-[(5Z)-5-[[2-(3,4-dimethylphenyl)-5-methyl-3-oxo-1H-pyrazol-4-yl]hydrazinylidene]-6-oxocyclohexa-1,3-dien-1-yl]benzoic acid"
7463,pubchem,44567678,"(2S,3S,4R,5R,6S)-6-[[(1S,2R,19R,22R,33S,36R,39R,51S)-5,31-dichloro-51-[3-(dimethylamino)propylcarbamoyl]-2,25,30,43,48-pentahydroxy-22-(methylamino)-21,34,37,53,55,58-hexaoxo-46-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7,13,27-trioxa-20,35,38,52,54,57-hexazaundecacyclo[37.14.2.23,6.214,17.219,33.223,26.18,12.128,32.140,44.010,36.045,50]hexahexaconta-3,5,8,10,12(64),14(63),15,17(62),23,25,28(59),29,31,40(56),41,43,45(50),46,48,60,65-henicosaen-64-yl]oxy]-3,4-dihydroxy-5-(10-methylundecanoylamino)oxane-2-carboxylic acid"
7464,umls,C1697453,Spontaneous haematoma
7465,pubchem,46181941,"(2S)-2-aminobutanedioic acid;[(3S,6S,9S,12R,18S,20R)-9-(4-aminobutyl)-3-benzyl-12-(1H-indol-3-ylmethyl)-2,5,8,11,14,17-hexaoxo-15-phenyl-6-[(4-phenylmethoxyphenyl)methyl]-1,4,7,10,13,16-hexazabicyclo[16.3.0]henicosan-20-yl] N-(2-aminoethyl)carbamate"
7466,pubchem,46216142,"sodium;(3S,7R)-13-[(2,4-difluorophenyl)methylcarbamoyl]-7-methyl-9,12-dioxo-4-oxa-1,8-diazatricyclo[8.4.0.03,8]tetradeca-10,13-dien-11-olate"
7467,pubchem,51508717,"(2-methyl-1,1,4-trioxothieno[2,3-e]thiazin-3-ylidene)-(pyridin-2-ylamino)methanolate"
7468,pubchem,51601240,"[(4S,4aS,5aS,6S,12aS)-7-chloro-4-(dimethylazaniumyl)-6,10,11,12a-tetrahydroxy-1,3,12-trioxo-4a,5,5a,6-tetrahydro-4H-tetracen-2-ylidene]-aminomethanolate"
7469,pubchem,53477714,"(2S,3R,4R,5S,6R)-4-hydroxy-3-methoxy-6-[(2S,3R,4S,5S,6R)-6-methoxy-4-oxido-5-(sulfooxyamino)-2-(sulfooxymethyl)oxan-3-yl]oxy-5-sulfooxyoxane-2-carboxylate"
7470,pubchem,53627505,propanal
7471,pubchem,54677977,2-cyano-3-hydroxy-N-[4-(trifluoromethyl)phenyl]but-2-enamide
7472,umls,C0003872,Psoriatic arthropathy
7473,pubchem,54681041,"9-[[2-(tert-butylamino)acetyl]amino]-4,7-bis(dimethylamino)-1,10,11,12a-tetrahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide"
7474,umls,C0744130,Diabetic foot infection
7475,umls,C1701940,Ventilator associated pneumonia
7476,pubchem,54682541,"(4S,6R,12aR)-4-(dimethylamino)-1,5,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide;ethanol;hydrate;dihydrochloride"
7477,umls,C0235999,Pain neck/shoulder
7478,pubchem,54687131,"(2S)-6-[[[(4S,4aS,6S,12aR)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carbonyl]amino]methylamino]-2-aminohexanoic acid"
7479,pubchem,56603655,"7-[[(2S)-2,6-bis(2-methoxyethoxycarbonylamino)hexanoyl]amino]heptoxy-methylphosphinic acid"
7480,umls,C0010036,Corneal dystrophy
7481,umls,C0155369,Vitreous prolapse
7482,umls,C0235802,Pupillary reflex impaired
7483,umls,C0240846,Pupillary deformity
7484,umls,C0271036,Retinal scar
7485,umls,C0856117,Meniere's disease aggravated
7486,pubchem,56842239,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid;(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoic acid;(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid"
7487,pubchem,70683024,"(2R,4S,5R,6R)-2-[[(2R,3R,4R,5R,6S)-5-acetamido-6-[(1S,2R)-1-amino-1-carboxypropan-2-yl]oxy-3,4-dihydroxyoxan-2-yl]methoxy]-4-hydroxy-5-[[2-(2-methoxyethoxycarbonylamino)acetyl]amino]-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid"
7488,pubchem,70695640,[4-[3-(4-ethylphenyl)butyl]phenyl]-trimethylazanium;chloride
7489,umls,C0339268,Arcus juvenilis
7490,pubchem,71306834,"sodium;diiodomethanesulfonate;N-propyl-N-[2-(2,4,6-trichlorophenoxy)ethyl]imidazole-1-carboxamide"
7491,umls,C0025521,Inborn error of metabolism
7492,umls,C1142132,Carnitine deficiency
7493,umls,C0001768,Agammaglobulinemia
7494,umls,C0009447,Immunodeficiency common variable
7495,umls,C0035920,Rubella
7496,umls,C0040100,Thymoma
7497,umls,C0221026,Bruton's agammaglobulinaemia
7498,umls,C0162568,Erythropoietic protoporphyria
7499,umls,C0555198,Malignant glioma
7500,umls,C0002892,Pernicious anaemia
7501,umls,C0009402,Colorectal carcinoma
7502,umls,C0221007,Postmaturity
7503,umls,C0021293,Postmature baby
7504,umls,C1504421,Rhesus incompatibility
7505,umls,C1701939,Familial pulmonary arterial hypertension
7506,umls,C3203102,Idiopathic pulmonary arterial hypertension
7507,umls,C0030590,Paroxysmal supraventricular tachycardia
7508,umls,C0043202,Wolff-Parkinson-White syndrome
7509,umls,C0858734,Insulin hypoglycemia
7510,umls,C0040761,Transposition of the great vessels
7511,umls,C0242855,Congenital pulmonary valve atresia
7512,umls,C0243002,Congenital tricuspid valve atresia
7513,umls,C0344760,Mitral valve atresia
7514,umls,C1956257,Pulmonary stenosis
7515,umls,C0034089,Pulmonary valve stenosis
7516,umls,C0010276,Craniopharyngioma
7517,umls,C0013338,Pituitary dwarfism
7518,umls,C0017547,Gigantism
7519,umls,C0221347,Acrocyanosis
7520,umls,C0242343,Panhypopituitarism
7521,pubchem,242,benzoate
7522,umls,C0030757,Pediculosis capitis
7523,umls,C0030756,Lice infestation
7524,umls,C0006906,Capillary permeability
7525,umls,C0011608,Dermatitis herpetiformis
7526,umls,C0042870,Vitamin D deficiency
7527,umls,C0242188,Spider bite
7528,umls,C0270224,Neonatal tetany
7529,pubchem,274,"6-(6-aminopurin-9-yl)-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol"
7530,umls,C0010674,Cystic fibrosis
7531,umls,C0029291,Psittacosis
7532,umls,C0339959,Pneumonia chlamydial
7533,umls,C0271454,Chronic suppurative otitis media
7534,umls,C0030443,Familial periodic paralysis
7535,umls,C0010046,Corns
7536,umls,C0032027,Pityriasis rubra pilaris
7537,umls,C0376154,Skin callus
7538,umls,C0856543,Keratosis palmaris
7539,umls,C0022596,Palmoplantar keratoderma
7540,umls,C0679362,Extrapulmonary tuberculosis
7541,umls,C0018379,Feeling guilty
7542,umls,C0024517,"Major depressive disorder, single episode"
7543,umls,C0085159,Seasonal affective disorder
7544,umls,C0029458,Osteoporosis postmenopausal
7545,umls,C0206159,Postmenopause
7546,umls,C0271578,Hypogonadism female
7547,umls,C0271606,Primary ovarian failure
7548,umls,C0740421,Surgical menopause
7549,umls,C0232972,Artificial menopause
7550,umls,C0747771,Postmenopausal syndrome
7551,umls,C0856856,Natural menopause
7552,umls,C0742078,Brain mass
7553,umls,C0268381,Primary amyloidosis
7554,umls,C1096000,Bronchopulmonary disease
7555,umls,C1319018,Bronchitis asthmatic
7556,umls,C0025284,Meningeal neoplasm
7557,umls,C0948840,Meningeal leukemia
7558,umls,C1611725,Leukaemic infiltration brain
7559,umls,C1704231,Leptomeningeal metastases
7560,umls,C0220654,Metastases to meninges
7561,pubchem,604,"2,3,4,5,6-pentahydroxyhexanoic acid"
7562,umls,C0079584,Ichthyosis vulgaris
7563,umls,C0745176,Acute hypotension
7564,umls,C0853062,Vascular resistance systemic decreased
7565,umls,C0008943,Climacteric
7566,umls,C3263685,Imbalance hormonal
7567,pubchem,723,but-2-enedioic acid
7568,umls,C0036262,Scabies
7569,umls,C0161544,Poisoning by salicylates
7570,umls,C1392658,Circulatory insufficiency
7571,umls,C0542213,Skin test positive
7572,umls,C0005658,Bite
7573,umls,C0038340,Sting
7574,umls,C0344183,Exercise-induced anaphylaxis
7575,umls,C0040149,Thyroiditis subacute
7576,umls,C0206682,Follicular thyroid cancer
7577,umls,C0238298,Myxoedema coma
7578,umls,C0271790,Subclinical hypothyroidism
7579,umls,C0332907,Absence congenital
7580,umls,C0677607,Hashimoto's disease
7581,umls,C0920350,Autoimmune thyroiditis
7582,umls,C0853627,Tri-iodothyronine normal
7583,umls,C1142529,Precoma
7584,umls,C1536123,Autonomy of thyroid gland
7585,umls,C0342127,Toxic nodular goitre
7586,umls,C0024473,Magnesium deficiency
7587,umls,C0040524,Toxemia
7588,umls,C0542241,Bacterial toxaemia
7589,umls,C0033139,Primary insomnia
