PubchemID,Smiles,DrugbankID
136254593,CN1CN([C@@H]2O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2,7n-Methyl-8-Hydroguanosine-5'-Triphosphate
3991,C[N+](C)(C)C1=CC=CC(=C1)C(O)(O)C(F)(F)F,"M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene"
719436,CC(=O)N1CCC[C@@H]1C(O)=O,N-Acetylproline
17754019,C[C@@H](O)[C@@]12NC3=NC(C)=NC=C3CN1C(C)=C(CCO[P@](O)(=O)OP(O)(O)=O)S2,"2-{(9as)-9a-[(1s)-1-Hydroxyethyl]-2,7-Dimethyl-9a,10-Dihydro-5h-Pyrimido[4,5-D][1,3]Thiazolo[3,2-a]Pyrimidin-8-Yl}Ethyl Trihydrogen Diphosphate"
46936653,CN(C)CCCC[C@@H](N)C(O)=O,N-Dimethyl-Lysine
71299815,CC(=O)C1=C[N+](=CC=C1)[C@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,3-Acetylpyridine Adenine Dinucleotide
448878,CSCC[C@@H](NC(N)=O)C(O)=O,N-Carbamyl-D-Methionine
5687,COC1=CC2=NC=NC(NC3=CC(O)=CC=C3)=C2C=C1OC,"4-[3-Hydroxyanilino]-6,7-Dimethoxyquinazoline"
448942,[H][C@](CC(O)=O)(NC(=O)C1=CC(=CS1)C1=CC=C(C=C1)C1=CC=NC=C1)C1=CC=CC=C1,PF-00356231
1836,CC1(C(=O)NC(=O)NC1=O)C1=CC=C(OC2=CC=CC=C2)C=C1,"5-Methyl-5-(4-Phenoxy-Phenyl)-Pyrimidine-2,4,6-Trione"
13695,NC1=CC2=C(C=CC=C2)C2=C1C=CC=C2,9-Aminophenanthrene
449014,[H][C@@](C)(O)[C@@]([H])(CCC1=CC=CC(Cl)=C1Cl)N1C=NC(=C1)C(N)=O,FR239087
46936654,N[C@@H](CC[C@@H](O)O[C@H]1O[C@H](CO)[C@@H](O)[C@@]1(O)F)C(O)=O,Modified Ribosylated Glutamyl Ester
447329,SCCC(=O)N1CCC2=C(C1)NC1=C2C=CC=C1,"3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One"
4470568,CC(=N)N1CCC(CC1)Oc1ccc2nc(C)[n+](CC3=CC=C4C=CC(=CC4=C3)C(N)=N)c2c1,ZK-806711
9305,[H][C@](N)(CC1=CC(I)=C(O)C(I)=C1)C(O)=O,"3,5-Diiodotyrosine"
46936655,C[C@H](N)C(=O)NS(=O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N,'5'-O-(N-(L-Alanyl)-Sulfamoyl)Adenosine
1682,OC(=O)CCP(O)(O)=O,2-Carboxyethylphosphonic Acid
151243,[H][C@](N)(CC1=CC=C(O)C=C1)C(N)=O,L-Tyrosinamide
984,CCCCCCCCCCCCCCCC=O,Hexadecanal
444746,[H][C@@](CC1=CC=C(F)C=C1)(NC(=O)C1=CC2=C(N1)C=CC(Cl)=C2)C(=O)N1CCC(O)CC1,5-Chloro-1h-Indole-2-Carboxylic Acid [1-(4-Fluorobenzyl)-2-(4-Hydroxypiperidin-1yl)-2-Oxoethyl]Amide
448573,FC1=CC2=C(NC(=C2)C(=O)NCCS)C=C1,Fica
13195,Cc1cncn1,4-Methylimidazole
688475,N[C@@H](CC1=CNC2=C1C(F)=CC=C2)C(O)=O,4-Fluorotryptophane
73284,CC(C)N(O)C(=O)C(O)=O,N-Hydroxy-N-Isopropyloxamic Acid
657065,CC(C)N(C(=O)C1=C(Cl)C=C(Cl)C=C1)C1=C(SC(=C1)C1=CC=CC=C1)C(O)=O,"3-[(2,4-Dichlorobenzoyl)(Isopropyl)Amino]-5-Phenylthiophene-2-Carboxylic Acid"
6027,O[C@@H]1CO[C@H](O)[C@H](O)[C@H]1O,alpha-D-Xylopyranose
46936657,CCCNC(=O)[C@@H](O)[C@@H](O)C(O)=O,N-Propyl-Tartramic Acid
46936658,COP(=O)(N[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]1O)OC,"(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yl)-Phosphoramidic Acid Dimethyl Ester"
60594,COC1=CC=C(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)C=C1,Enalkiren
46936660,CO[C@@H](C(=O)N[C@@H]1CC[C@@H](O)CNC1=O)[C@@H](O)[C@H](O)[C@H](O)\C=C\C(C)(C)C,"(E)-(2r,3r,4s,5r)-3,4,5-Trihydroxy-2-Methoxy-8,8-Dimethyl-Non-6-Enoic Acid ((3s,6r)-6-Hydroxy-2-Oxo-Azepan-3-Yl)-Amide"
46936661,CC(=O)N[C@H]1[C@H](O)[C@@H](O)[C@H](CO)O[C@H]1O[P@](O)(=O)O[P@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=CC(=O)NC1=O,Uridine-Diphosphate-N-Acetylglucosamine
73927,CC1=CC=C(CCC(O)=O)C=C1,3-(P-Tolyl)Propionic Acid
10342059,O[C@@H]1[C@@H](O)[C@H](OP(O)(O)=O)[C@H](OP(O)(O)=O)[C@H](O)[C@H]1OP(O)(O)=O,"D-Myo-Inositol-1,4,5-Triphosphate', 'D-Myo-Inositol-2,4,5-Trisphosphate"
46936662,CC(C)CCC[C@H](C)CCC[C@@H](C)CCC[C@H](C)CCOC[C@@H](COP(O)(O)=O)OCC[C@H](C)CCC[C@@H](C)CCC[C@H](C)CCCC(C)C,"1,2-Di-1-(3,7,11,15-Tetramethyl-Hexadecane)-Sn-Glycero-3-Phosphate"
4633679,CC1=C2C=C3C(C)=C(C)C4=[N+]3[Fe@]35N6C(=C4)C(C)=C(C(O)=O)C6=CC4=[N+]3C(=CC(N25)=C1C)C(C)=C4C(O)=O,"6,7-Dicarboxyl-1,2,3,4,5,8-Hexamethylhemin"
46936663,CC(C)C[C@@H](NC(=O)OCC1=CC=CC=C1)C(=O)N[C@@H]1CN(CC1=O)C(=O)[C@@H](CC(C)C)NC(=O)OCC1=CC=CC=C1,1-[N[(Phenylmethoxy)Carbonyl]-L-Leucyl-4-[[N/N-[(Phenylmethoxy)Carbonyl]-/Nl-Leucyl]Amino]-3-Pyrrolidinone/N
46936664,CO[C@H]1O[C@@H](CO)[C@H](S)[C@@H](O)[C@@H]1O,O1-Methyl-4-Deoxy-4-Thio-Alpha-D-Glucose
3505109,OC1=CC=C(C=C1O)[N+]([O-])=O,4-Nitrocatechol
13922647,N[C@@H](CCC(=O)N[C@H](CS)C(O)=O)C(O)=O,Gamma-Glutamylcysteine
7408450,OC(=O)[C@@H]1C[C@@H]2CCCC[C@H]2N1,Octahydroindole-2-Carboxylic Acid
54682930,OC1=CC(=O)C2=CC=CC=C2O1,4-hydroxycoumarin
127716,OC[C@@H]1NC[C@H](O)[C@H]1O,"2-Hydroxymethyl-Pyrrolidine-3,4-Diol"
46936665,O[C@@H]1C[C@@H](O[C@H]1CO[P@](O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,Deoxyuridine-5'-Diphosphate
11206370,N[C@@H]1S[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,5-Thio-a/B-D-Mannopyranosylamine
46936666,CCCCCSCC(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,3-Thiaoctanoyl-Coenzyme A
3382778,CC1=C(CCO[P@](O)([O-])=O)SC=[N+]1CC1=CN=C(C)N=C1N,Thiamin Phosphate
46936667,CC(C)(C)NC(=O)N1CCN(CC1)C(=O)N[C@H]([C@@H](CCCNC(N)=N)C=O)C(O)=O,1-(4-Tert-Butylcarbamoyl-Piperazine-1-Carbonyl)-3-(3-Guanidino-Propyl)-4-Oxo-Azetidine-2-Carboxylic Acid
4629150,CC(=O)C1=C2C=C3C(C)=C(CCC(O)=O)C4=[N+]3[Fe@@]35N6C(=CC7=[N+]3C(=CC(N25)=C1C)C(C(O)=C)=C7C)C(C)=C(CCC(O)=O)C6=C4,Diacetyldeuteroheme
1174,O=C1NC=CC(=O)N1,Uracil
46936668,CC(=O)N[C@H]1[C@@H](C[C@@H](O[C@H]1[C@H](O)[C@@H](O)CO)C(O)=O)NC(N)=N,"2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid"
1584,O=C1NN(CCC2=CC=CC=C2)C(=O)C2=C1C=CC=C2,"2-Phenethyl-2,3-Dihydro-Phthalazine-1,4-Dione"
304271,OC(=O)C1=CSC=N1,"1,3-Thiazole-4-Carboxylic Acid"
46936669,N[C@@H](CC[Se]C[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N)C(O)=O,S-Adenosyl-L-Homoselenocysteine
439299,CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(O)=O,Bestatin
46936670,C[C@@H](C[C@H](N)C([OH2+])=O)C(O)=O,"2s,4r-4-Methylglutamate"
46936671,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](CO[C@H]1O[C@@H](CO[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O)OC(=O)CCCCCCCCCCCCCCCCC,Digalactosyl Diacyl Glycerol (Dgdg)
46936672,N[C@@H](CCCC(=O)N[C@H](CS)C(=O)N[C@H](C=C)C(O)=O)C(O)=O,Delta-(L-Alpha-Aminoadipoyl)-L-Cysteinyl-D-Vinylglycine
449005,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CO[P@@](O)(=O)OCC(O)CO[P@](O)(=O)OC[C@@H](COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,Cardiolipin
5287787,C[C@H](CN)C([O-])=O,Beta-Amino Isobutyrate
5496700,C[C@H](CNCC1=C(O)C(C)=NC=C1COP(O)(O)=O)OP(O)(O)=O,{3-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-2-Methyl-Propyl}-Phosphonic Acid
70807,OS(=O)(=O)CCCN1CCOCC1,3[N-Morpholino]Propane Sulfonic Acid
6101632,O[C@@H]1[C@@H](O)[C@@H](O[C@H]1CO[P@](O)(=O)OP(O)(O)=O)N1C=CC(=O)NC1=O,Uridine-5'-Diphosphate
46936673,CC1=[O][Ga]2345ON1CCC[C@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CCCN(O2)C(C)=[O]3)NC(=O)C(CCCN(O4)C(C)=[O]5)NC1=O,Gallichrome
93485806,CO\N=C(\C(=O)N[C@H](C=O)[C@@H]1N[C@H](C(O)=O)C(C)(C)S1)C1=CSC(N)=N1,"2-{1-[2-(2-Amino-Thiazol-4-Yl)-2-Methoxyimino-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid"
46936675,CCCCCCCCCCCCCCCC(=O)OC[C@H](O)CO[P@]([O-])(=O)OC[C@H](O)CO,Lysophosphatidylglycerol
151008,CCCCCCCCCCCCCCCC(=O)NCC(O)=O,N-Hexadecanoylglycine
17753867,[H][C@@](CI)(CC1=CC=CC=C1)C(O)=O,2-Benzyl-3-Iodopropanoic Acid
24973,CC1=NN(C(O)=C1\N=N\C1=CC(=CC=C1C(O)=O)S(O)(=O)=O)C1=CC=C(C=C1C)S(O)(=O)=O,2-[5-Hydroxy-3-Methyl-1-(2-Methyl-4-Sulfo-Phenyl)-1h-Pyrazol-4-Ylazo]-4-Sulfo-Benzoic Acid
46936677,NC(N)C1=CC2=C(C=C1)N([Zn])C(=N2)C(=O)c1nc2ccc(cc2n1)C(N)N,Bis(5-Amidino-Benzimidazolyl)Methanone Zinc
448949,O\N=C1\C(\NC2=C\1C=CC=C2)=C1\C(=O)NC2=C1C=CC(Br)=C2,"(3e)-6'-Bromo-2,3'-Biindole-2',3(1h,1'h)-Dione 3-Oxime"
6419229,O=C\C=C\N[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)[S](=O)=O,"Tazobactam Trans-Enamine Intermediate', 'Tazobactam Intermediate"
445579,[H][C@]1(CO)O[C@]([H])(OC2=CC=CC(=C2)C(=O)NCC2=CC=CC=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,3-Benzylaminocarbonylphenyl-Alpha-D-Galactoside
46936679,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@@](O)(=O)O[C@@H]2[C@@H](O)[C@H](CO)O[C@H]2N2C=CC(=O)NC2=O)[C@H](O)[C@H]1O,Uridylyl-2'-5'-Phospho-Adenosine
449392,OC[C@H]1O[C@H](C[C@@H]1OP(O)(O)=O)N1C=CC(=O)NC1=O,2'-Deoxyuridine 3'-Monophosphate
449021,ClC1=CC=CC(CNCCC2=CC=C(NC(=N)C3=CC=CS3)C=C2)=C1,N-(4-(2-((3-Chlorophenylmethyl)Amino)Ethyl)Phenyl)-2-Thiophecarboxamidine
46936680,[H][C@@](NC(=O)CC1=CC=CS1)(C=O)[C@]1([H])NC(C(O)=O)=C(CC(=O)OC)CS1,Cephalothin Group
46936682,C[Si](C)(C)[C@@H](CC(O)=O)C(O)=O,3-Trimethylsilylsuccinic Acid
340,CC1=CC=CC(O)=C1O,"3-methyl-benzene-1,2-diol"
447066,[H][C@](NOCCS)(C(O)=O)C1=CNC2=C1C=CC=C2,(1H-indol-3-yl)-(2-mercapto-ethoxyimino)-acetic acid
188380,CN(CC[C@H](N)C(O)=O)C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C(N)N=CN=C12,"N(4)-adenosyl-N(4)-methyl-2,4-diaminobutanoic acid"
46936683,OC(=O)C[C@@H](NC(=O)CP(O)(O)=O)C(O)=O,N-(phosphonacetyl)-L-aspartic acid
46936685,NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](OP(O)(O)=O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O,2'-Monophosphoadenosine 5'-Diphosphoribose
1135,CC1=CNC(=O)NC1=O,Thymine
7809,CC1=CC=C(C)C=C1,Para-Xylene
46936686,Nc1ncnc2c(nnc12)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O,Formycin-5'-Monophosphate
445575,CC1(C)CCC(C)(C)C2=C1C=CC(=C2)[C@@H](O)C1=CC2=C(C=C1)C=C(C=C2)C(O)=O,BMS184394
439246,[H][C@]1(CC(=O)C2=C(O1)C=C(O)C=C2O)C1=CC=C(O)C=C1,Naringenin
5226,NS(=O)(=O)C1=CC2=C(CCNC2)C=C1,"1,2,3,4-Tetrahydro-Isoquinoline-7-Sulfonic Acid Amide"
46936687,CC1=C(CCC(O)=O)C2=CC3=C(CCC(O)=O)C(C)=C4C=C5[N+]6=C(C=C7[N+]8=C(C=C1N2[Fe@]68N34)C(=O)[C@@]7(C)CC(O)=O)C(=O)[C@]5(C)CC(O)=O,Heme D
46936689,N[C@@H](CCC(=O)N[C@H](CS)C(=O)NCC(=O)NCCCCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](N)C(O)=O)C(O)=O,Trypanothione
46936690,OC(=O)CC[C@H](CCC1=CC=CC=C1)NC(=O)CCCCCCC1=CC=CC=C1,6-Phenyl-4(R)-(7-Phenyl-Heptanoylamino)-Hexanoic Acid
46936691,OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCCC3CCCCC3)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O,Cyclohexyl-Hexyl-Beta-D-Maltoside
439925,CNC(=O)CC[C@H](N)C(O)=O,N5-Methylglutamine
446193,NC1=NC(NC2=CC(=CC3=C2C(O)=C(\N=N\C2=CC=CC=C2S(O)(=O)=O)C(=C3)S(O)(=O)=O)S(O)(=O)=O)=NC(N)=N1,Reactive Red 1 Dye
444508,CCC(CC)NC1=CC(=CC=C1N1C(=O)CCC1(CO)CO)C(O)=O,"1-[4-Carboxy-2-(3-Pentylamino)Phenyl]-5,5'-Di(Hydroxymethyl)Pyrrolidin-2-One"
448841,[H][C@]1(C[C@@]1([H])C1=CC2=CC=C(C=C2C=C1)C(N)=N)C1=CC=CC=C1,Trans-6-(2-Phenylcyclopropyl)-Naphthalene-2-Carboxamidine
1396,NS(=O)(=O)C1=CC=C(C=C1)N1N=C(C=C1C1=CC=C(Br)C=C1)C(F)(F)F,1-Phenylsulfonamide-3-Trifluoromethyl-5-Parabromophenylpyrazole
46936692,CC(=O)O[C@@H]1[C@@H](O)O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H]1O,2'-O-Acetyl Adenosine-5-Diphosphoribose
46936693,CN1C(=O)N[C@]2(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C1=O,"8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione"
1543,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1,Brequinar Analog
135678089,C[C@H]1[C@@H]2[C@@H](C)NC3=C(N2CN1C1=CC=C(C[C@@H](O)[C@@H](O)[C@H](O)CO[C@H]2O[C@H](CO[P@@](O)(=O)O[C@@H](CCC(O)=O)C(O)=O)[C@@H](O)[C@@H]2O)C=C1)C(=O)NC(N)=N3,"5,10-Dimethylene Tetrahydromethanopterin"
46936695,CN(C)C1=CC2=C(C=C1C)N=C1C(=O)NC(=O)N=C1N2C[C@@H](O)[C@@H](O)[C@H](O)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1O)N1C=NC2=C1N=CN=C2N,8-Demethyl-8-Dimethylamino-Flavin-Adenine-Dinucleotide
10033310,NC(=O)[C@@H](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)NC(=O)[C@@H](CC1=CC=C(C=C1)C(F)(F)P(O)(O)=O)NC(=O)[C@@H](CCC(O)=O)NC(=O)C1=CC=CC=C1,4-Benzoylamino-4-{1-{1-Carbamoyl-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-2-[4-(Difluoro-Phosphono-Methyl)-Phenyl]-Ethylcarbamoyl}-Butyric Acid
5459861,NCCO[P@@](O)(=O)OC[C@@H](O)CO,L-Alpha-Glycerophosphorylethanolamine
444200,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,Alpha-D-Fucose
136254594,NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@@](O)(=O)CP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1,Phosphomethylphosphonic Acid Guanosyl Ester
32017976,N[C@@H]1CC(=O)NC1=O,3-Aminosuccinimide
11309850,OC[C@H](O)[C@@H](O)CC(=O)C(O)=O,2-Keto-3-Deoxygluconate
314123,C1C2=C(C=CC=C2)C2=NNC(=C12)C1=CC=NC=C1,"3-Pyridin-4-Yl-2,4-Dihydro-Indeno[1,2-.C.]Pyrazole"
136254595,NC1=NC2=C(N=CN2[C@H]2C[C@@H](O)[C@H](CO[P@](O)(=O)OP(O)(O)=O)O2)C(=O)N1,2'-Deoxyguanosine-5'-Diphosphate
135742549,C[N+]1=CN([C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)C2=C1C(=O)NC(N)=N2,7-Methylguanosine
445847,CC(C)COC1=C(O)C(=CC=C1)C1=NC2=CC(C(N)=N)=C(F)C=C2N1,"CRA_10950', '6-FLUORO-2-(2-HYDROXY-3-ISOBUTOXY-PHENYL)-1H-BENZOIMIDAZOLE-5-CARBOXAMIDINE"
46936699,C[C@H]1O[C@@H](O[C@@H]2[C@H](CO)O[C@@H](OC[C@@H]3O[C@H](O)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1N[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O,"4,6-Dideoxy-4-{[4,5,6-Trihydroxy-3-(Hydroxymethyl)Cyclohex-2-En-1-Yl]Amino}-Alpha-D-Lyxo-Hexopyranosyl-(1->4)-Alpha-D-Threo-Hexopyranosyl-(1->6)-Alpha-L-Threo-Hexopyranose"
5287969,CN1CC[C@@H]([C@H](O)C1)C1=C(O)C=C(O)C2=C1OC(=CC2=O)C1=CC=CC=C1Cl,Flavopiridol
5288817,[O-]P([O-])(=O)CS,Mercaptomethyl Phosphonate
17754080,O[C@H](CC(O)=O)C([O-])=O,Malate Ion
17085,CCCCCCCCCCCCCCCCCCCCCCC(O)=O,Tricosanoic Acid
46936700,N[C@H](CS[C@@H](O)C[C@@H](N)C(O)=O)C=O,(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate
449379,CCCN(C)C(=O)[C@@H]1OC(=C[C@H](NC(N)=N)[C@H]1NC(C)=O)C(O)=O,"4-Acetyl-4-Guanidino-6-Methyl(Propyl)Carboxamide-4,5-Dihydro-2h-Pyran-2-Carboxylic Acid"
448970,CCCCN1C(CC2=CC(OC)=C(OC)C(OC)=C2Cl)=NC2=C(N)N=CN=C12,"9-Butyl-8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9h-Purin-6-Ylamine"
135413405,NC1=CC2=C(C=C1)N=C(N)N=C2O,"2,6-Diaminoquinazolin-4(3h)-One"
5287565,Nc1ncnc2ccnc12,9-Deazaadenine
4470566,[O-][N+](=O)C1=CC(=CC=C1)C1=CC2=C(S1)C=C1N2C(=S)N(CCCN2CCOCC2)C1=O,"6-[3-(4-Morpholinyl)Propyl]-2-(3-Nitrophenyl)-5-Thioxo-5,6,-Dihydro-7h-Thienol[2',3':4,5]Pyrrolo[1,2-C]Imidazol-7-One"
13847,CCOCCOCCOC,1-Ethoxy-2-(2-Methoxyethoxy)Ethane
657038,NC(=O)C1=CC=CC2=NC=C(N=C12)C1=CC=C(Cl)C=C1,2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide
46936701,O[C@H]1[C@H](COP(O)(O)=O)O[C@H]([C@@H]1O)N1C=NC2=C1N=CN=C2OP(O)(O)=O,6-O-Phosphoryl Inosine Monophosphate
445929,O[C@H]1O[C@@H]([C@H](O)[C@H](O)[C@H]1O)C(O)=O,Galacturonic Acid
46936702,OC[C@@H]1O[C@H]([C@H]2O[V](O)(O)(=O)O[C@H]12)N1C=CC(=O)NC1=O,"Uridine-2',3'-Vanadate"
15480320,N[C@@H](Cc1cnc2cc[se]c12)C(O)=O,"(S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid"
332,COC1=CC(C=C)=CC=C1O,2-Methoxy-4-Vinyl-Phenol
444865,[H][C@@]12CCC(=O)[C@@]1(C)CCC1=C2C=CC2=C1C=CC(O)=C2,Equilenin
5179950,CSCC([O-])=O,[Methylthio]Acetate
5288798,C[C@@](O)(CCO)CC([O-])=O,(R)-Mevalonate
65098,CCC[C@H](N)C(O)=O,"2-Amino-Pentanoic Acid', 'Norvaline"
5287914,Fc1nc(Cl)c2ncnc2n1,6-Chloro-2-Fluoropurine
17753844,N[C@@H](CC(=O)OCC(O)=O)C(O)=O,Aspartic Acid-4-Carboxymethyl Ester
57030,CC1=C(N=C2C=CC(F)=CC2=C1C(O)=O)C1=CC=C(C=C1)C1=CC=CC=C1F,"6-Fluoro-2-(2'-Fluoro-1,1'-Biphenyl-4-Yl)-3-Methylquinoline-4-Carboxylic Acid"
46936703,NCCCN1CCN(CCCNC(=O)C2=CC(NC(=O)CC3=CC=CS3)=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C2)CC1,"N-{3-[4-(3-Amino-Propyl)-Piperazin-1-Yl]-Propyl}-3-(2-Thiophen-2-Yl-Acetylamino)-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide"
5287550,OP(O)(=O)OC1=C2NCCCC2=CC=C1,RU79073
4316,COC1=CC=C(CNS(=O)(=O)C2=CC=C(S2)S(N)(=O)=O)C=C1,AL5927
453548,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO)[C@H](O)[C@H]1O,9-Beta-D-Xylofuranosyl-Adenine
92436671,O=C[C@@H](NC(=O)C(=N\OC(C)(C)C(O)=O)\C1=CSC(N)=N1)[C@@H]1SCC(=C)C(=N1)C(O)=O,Acylated Ceftazidime
46936706,CC(C)C(=O)[N+]1=C2C(=O)NC(=O)N=C2N(C[C@@H](O)[C@@H](O)[C@H](O)CO[P@]([O-])(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)C2=CC(C)=C(C)C=C12,Flavin-Adenine Dinucleotide-N5-Isobutyl Ketone
136254596,NC1=NC2=C(N=CN2[C@@H]2O[C@@H](CO[P@@](O)(=O)C[P@](O)(=O)OP(O)(O)=O)[C@H](O)[C@H]2O)C(=O)N1,Phosphomethylphosphonic Acid Guanylate Ester
62347,O=C1N[C@@H]2NC(=O)N[C@@H]2N1,Glycoluril
447018,CN(CC1=C(N)C=CC(=C1)C(=O)N(C)CC1=CC2=C(C=CC=C2)N1C)C(C)=O,3-[(Acetyl-Methyl-Amino)-Methyl]-4-Amino-N-Methyl-N-(1-Methyl-1h-Indol-2-Ylmethyl)-Benzamide
122623,[H][C@]1(CCCN1C(=O)[C@]1([H])CCCN1C(=O)OCC1=CC=CC=C1)C=O,Z-Pro-Prolinal
6398520,[H][C@@](C)(NC(=O)[C@]([H])(CCCNC(N)N)NC(=O)OCC1=CC=CC=C1)C(C)=O,Benzoyl-Arginine-Alanine-Methyl Ketone
46936708,N[C@H](CO)[C@H]1N[C@@H](CC2=CC=C(O)C=C2)C(=O)N1CC(O)=O,[4-(4-Hydroxy-Benzyl)-2-(2-Hydroxy-1-Methyl-Ethyl)-5-Oxo-Imidazolidin-1-Yl]-Acetic Acid
46936709,OC[C@H]1[C@H](O)[C@@H](O)[C@H]2N=C(O[C@@H]12)N=C,2-(Acetylamino)-2-Deoxy-6-O-Methyl-Alpha-D-Allopyranose
11789152,O=C1C[C@@H]2CC[C@H]1C2,Norcamphor
25200860,O[C@H]1[C@H](O)[C@@H](O)[C@H](OP([O-])([O-])=O)[C@@H](O)[C@@H]1O,L-Myo-Inositol-1-Phosphate
46936710,O[C@@H](CNC1=CC=CC=C1C(O)=O)[C@@H](O)[C@H](O)COP(O)(O)=O,1-(O-Carboxy-Phenylamino)-1-Deoxy-D-Ribulose-5-Phosphate
3082729,N[C@@H](CSP(O)(O)=O)C(O)=O,S-Phosphocysteine
46936711,N[C@@H]1N[C@H](N)[C@@H](CCC[C@@H](C2=CC=C(C=C2)C(=O)N[C@H](CCC(O)=O)C(O)=O)C(O)(O)C(F)(F)F)C(=O)N1,10-CF3C(OH)2-DDACTHF
